Timestamp,State,Effective Date,Coverage,State of Emergency Declaration,Travel Restrictions,Shelter-in-place Order,Gathering Limitations,Banning Gatherings of a Certain Size,K-12 School Closure,Bar and Dine-in Restaurant Closure,Non-essential Businesses Closure,Details (if any) ,Reference links
4/14/2020 18:46:26,Pennsylvania,03-30-2020,"Carbon, Cumberland, Dauphin, and Schuylkill",,,Shelter-in-place order,,,,,,"""On March 30, the order was revised to include Carbon, Cumberland, Dauphin, and Schuylkill counties""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/2020 18:46:59,Pennsylvania,03-31-2020,"Cameron, Crawford, Forest, Franklin, Lawrence, Lebanon, and Somerset",,,Shelter-in-place order,,,,,,"""On March 31, the order was revised to include Cameron, Crawford, Forest, Franklin, Lawrence, Lebanon, and Somerset counties.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/2020 18:47:26,Pennsylvania,04-01-2020,State-wide,,,Shelter-in-place order,,,,,,"""On April 1, Governor Wolf added the remaining 34 counties to the order, placing all of Pennsylvania under a stay-at-home order.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/2020 18:48:04,Pennsylvania,03-13-2020,State-wide,,,,,,Schools closed,,,"""On March 13, Governor Wolf announced that all Pennsylvania schools will be closed for at least two weeks""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Pennsylvania#Government_response
4/14/2020 18:58:54,Puerto Rico,03-12-2020,State-wide,State of Emergency declared,,,,,,,,"""On March 12, Governor Vázquez declared a state of emergency and activated the National Guard.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/2020 18:59:27,Puerto Rico,03-13-2020,State-wide,,,,,,Schools closed,,,"""On March 13, Puerto Rico public schools were closed for 14 days.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/2020 18:59:59,Puerto Rico,03-15-2020,State-wide,,,Night-time curfew,,,,,Non-essential businesses closed,"""On March 15, Vázquez issued an island-wide curfew through March 30 and closed all businesses not involved in food sales, medicine, or banking.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/2020 18:08:07,Rhode Island,03-09-2020,State-wide,State of Emergency declared,,,,,,,,"“March 9, Governor Gina Raimondo declares a state of emergency.”",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/2020 18:08:57,Rhode Island,03-16-2020,State-wide,,,,,,Schools closed,,,"""March 16, public schools are closed onward.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/2020 18:09:42,Rhode Island,03-17-2020,State-wide,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),,"""March 17, Bars and dine-in restaurants closed...""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/2020 18:10:21,Rhode Island,03-17-2020,State-wide,,,,Banned gatherings of a certain size,25,,,,"""March 17, ... crowds of 25 or more people banned.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/2020 18:11:41,Rhode Island,03-24-2020,"Block Island, Aquidneck Island",,,Shelter-in-place order,,,,,,"“March 24 – New Shoreham issues a shelter-in-place order for Block Island effective March 24 through April 15.” and ""The three towns located on Aquidneck Island - Newport, Middletown, and Portsmouth - all implement shelter-in-place orders...""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/2020 18:12:11,Rhode Island,03-28-2020,State-wide,,,Shelter-in-place order,,,,,,“March 28 – Governor Gina Raimondo issued a statewide stay-at-home order effective until April 13.”,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/2020 18:14:05,Rhode Island,03-26-2020,State-wide,,Travel restrictions for out of state travelers,,,,,,,“Governor Raimondo announces that any individual coming to the state from New York by land or air that plans to stay in Rhode Island must self-quarantine for 14 days.”,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Rhode_Island
4/14/2020 18:37:37,Rhode Island,03-24-2020,Aquidneck Island,,Travel restrictions for out of state travelers,,,,,,,"""The three towns located on Aquidneck Island - Newport, Middletown, and Portsmouth - all ... require all out-of-state or seasonal residents to quarantine for 14 days upon their arrival."" ",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Rhode_Island
4/14/2020 18:39:15,Rhode Island,03-28-2020,State-wide,,,,,,,,Non-essential businesses closed,"""Raimondo orders all ""non essential"" retail to close until April 13.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Rhode_Island
4/14/2020 17:51:54,South Carolina,03-13-2020,State-wide,State of Emergency declared,,,,,,,,"""On March 13, Governor McMaster announced a state of emergency is in effect on South Carolina.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/2020 17:52:27,South Carolina,03-15-2020,State-wide,,,,,,Schools closed,,,"""On March 15, the government announced that schools are closed throughout the state.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/2020 17:53:09,South Carolina,03-17-2020,State-wide,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),,"On March 17, Governor McMaster issues an executive order requiring the mandatory shutdown of dine-in service in restaurants and bars.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/2020 17:58:41,South Carolina,03-25-2020,Charleston,,,Shelter-in-place order,,,,,,"""On March 25, Charleston adopted a stay-at-home ordinance effective March 26 for two weeks.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/2020 17:59:21,South Carolina,03-26-2020,Columbia,,,Shelter-in-place order,,,,,,"""On March 26, Columbia issued a stay-at-home order effective March 29 for 14 days.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/2020 17:59:59,South Carolina,03-27-2020,Williamsburg,,,Shelter-in-place order,,,,,,"""Williamsburg County issued a stay-at-home order effective March 27 for 14 days.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/2020 18:00:49,South Carolina,04-02-2020,Mount Pleasant,,,Shelter-in-place order,,,,,,"""On April 1, Mount Pleasant issued a stay-at-home order effective April 2 until April 15.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/2020 18:02:41,South Carolina,04-07-2020,State-wide,,,Shelter-in-place order,,,,,,"""On April 6, South Carolina governor Henry McMaster issued a statewide ""home or work"" order which goes into effect Tuesday at 5 p.m.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/2020 18:03:37,South Carolina,04-01-2020,State-wide,,,,,,,,Non-essential businesses closed,"""April 1: The Governor orders all non-essential businesses closed temporarily.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Carolina#Government_response
4/14/2020 18:06:02,South Carolina,03-17-2020,State-wide,,,,"Suggested limiting of gatherings, Banned gatherings of a certain size",50,,,,"“The order also includes the delay of state tax deadlines until June 1, the general request of state agencies to waive any restrictive regulations in order to move faster to address the virus, and also prohibits gatherings of more than 50 people at publicly-owned facilities.”",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Carolina#Government_response
4/14/2020 18:06:51,South Carolina,03-23-2020,State-wide,,,,Banned gatherings of a certain size,3,,,,"""Governor McMaster holds a briefing in which he instructs law enforcement to disperse any public gathering of three or more people, with violations of this rule resulting in a misdemeanor.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Carolina#Government_response
4/13/2020 12:24:53,South Dakota,03-13-2020,State-wide,State of Emergency declared,,,,,,,No closure,"""March 13, Governor Noem declared a state of emergency""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Dakota
4/13/2020 12:25:15,South Dakota,03-16-2020,State-wide,,,,,,Schools closed,,,"""School are closed beginning March 16.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Dakota
4/13/2020 12:26:01,Tennessee,03-15-2020,Davidson,,,,,,,,Some (cherry-picked) businesses closed,"""On March 15, the mayor of Nashville imposed restrictions on restaurants and closed bars in Davidson County.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Dakota
4/13/2020 12:26:31,Tennessee,03-19-2020,Chattanooga,,,,,,,,Some (cherry-picked) businesses closed,"""On March 19, the mayor of Chattanooga issued an executive order closings gyms and prohibiting dine-in service for restaurants and bars indefinitely.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Dakota
4/13/2020 12:27:17,Tennessee,03-20-2020,Knoxville,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),Some (cherry-picked) businesses closed,"""On March 20, the mayor of Knoxville issued an executive order closing bars, gyms, and commercial event venues and restricting restaurants to delivery and take-out service.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Dakota
4/13/2020 12:28:16,Tennessee,03-22-2020,Nashville and Davidson,,,Shelter-in-place order,,,,,,"""On March 22, Nashville's Metro Public Health Department issued a stay-at-home order effective for at least 14 days for Nashville and Davidson County.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Dakota
4/13/2020 12:28:59,Tennessee,03-24-2020,Knoxville and Knox,,,Shelter-in-place order,,,,,,"""On March 23, Knoxville and Knox County issued a stay-at-home order effective for at least 14 days beginning March 24.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Dakota
4/13/2020 12:29:49,Tennessee,03-24-2020,Memphis and Shelby,,,Shelter-in-place order,,,,,,"""On March 24, Memphis issued a ""safer-at-home order"" effective through April 7, and surrounding Shelby County and the county's other municipalities issued a similar order the same day.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Dakota
4/13/2020 12:30:20,Tennessee,03-25-2020,Franklin,,,Shelter-in-place order,,,,,,"""On March 24, Franklin issued a stay-at-home order effective March 25 for seven days.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Dakota
4/13/2020 12:30:45,Tennessee,03-30-2020,State-wide,,,,,,,,Non-essential businesses closed,"""On March 30, Governor Bill Lee issued a two-week safer at home order for the entire state, which covers the closure of all nonessential businesses and will go into effect at 11:59 p.m. the following day.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Dakota
4/13/2020 12:32:06,Tennessee,04-02-2020,State-wide,,,Shelter-in-place order,,,,,,"""On April 2, Governor Lee issued a statewide stay-at-home order effective through April 14.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/13/2020 12:33:26,Texas,03-02-2020,San Antonio,State of Emergency declared,,,,,,,,"""On March 2, San Antonio Mayor Ron Nirenberg and Bexar County both declared a ""local state of disaster and a public health emergency"" after an individual was mistakenly released from quarantine at Joint Base San Antonio by the CDC before a third test for coronavirus returned a positive result.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/13/2020 12:34:00,Texas,03-24-2020,San Antonio,,,Shelter-in-place order,,,,,,"""On March 23, the city and county issued a shelter-in-place order effective March 24 through April 9.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/13/2020 12:34:31,Texas,03-13-2020,State-wide,,,,,,,,,"""On March 13, Texas Governor Greg Abbott declared a statewide disaster for all counties in the state.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/13/2020 12:41:58,Texas,03-23-2020,"Dallas, Waco, Mclennan, Bell, Cameron, Hunt, Stephens, Forney, Lampasas, Verde, Denton, Kaufman, Brazos, Bryan, College, Station, Galveston, San Antonio, Fort Worth, El Paso, Travis, Williamson, Austin, Castro, Newton, Arlington, Edinburg, Woodcreek, Collin, Harris, Hidalgo, Rockwall",,,Shelter-in-place order,,,,,,,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/13/2020 12:43:52,Texas,03-30-2020,State-wide,,,Shelter-in-place order,,,,,Non-essential businesses closed,"""On March 30, Governor Abbott issued an executive order that ordered everyone in the state of Texas to stay home except for essential activities. However, he refused to label the order as a stay-home-order, arguing that such labels leave the wrong impression.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Texas#Government_response
4/13/2020 12:44:48,Texas,03-24-2020,"Collin, Galveston, Harris, Travis and Williamson",,,,,,,,,"""Collin, Galveston, Harris,Travis and Williamson counties issued same measures on March 24.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Texas#Government_response
4/13/2020 12:46:23,Texas,03-19-2020,State-wide,,,,,,Schools closed,,,"""On March 19, Governor Abbott issued an executive order that closed schools statewide until at least April 3."" and ""On March 31, the Governor announced that schools in the state will continue to stay closed until May 4.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Texas#Government_response
4/13/2020 12:13:20,Utah,03-13-2020,State-wide,,,,,,Schools closed,,,"""On March 13, all schools were ordered closed and to switch to online classes by the 18th by Governor Gary Herbert.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/13/2020 12:14:13,Utah,03-27-2020,Summit,,,Shelter-in-place order,,,,,,"""On March 25, Summit County issued a stay-at-home order effective March 27 through May 1.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/13/2020 12:14:53,Utah,03-27-2020,Salt Lake City,,,Shelter-in-place order,,,,,,"""In response, Salt Lake City issued a mandatory stay-at-home order until further notice.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/13/2020 12:15:53,Utah,04-01-2020,Davis,,,Shelter-in-place order,,,,,,"""On April 1, Davis County issued a stay-at-home order effective April 1 through May 1""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/13/2020 12:16:51,Vermont,03-15-2020,State-wide,,,,,,Schools closed,,,"""On March 15, Governor Phil Scott ordered all schools in Vermont to be closed and all school activities to be cancelled no later than Wednesday, March 18, and lasting through at least April 6.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/13/2020 12:17:38,Vermont,03-13-2020,State-wide,State of Emergency declared,,,,,,,,"""Governor Phil Scott issued Executive Order 01-20 which declared a State of Emergency until it expires on April 15.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/13/2020 12:18:40,Vermont,03-16-2020,State-wide,,,,Banned gatherings of a certain size,50,,,,"""On March 16, Governor Scott announced his emergency declaration would be amended to limit public gatherings to either 50 people or 50% occupancy.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/13/2020 12:19:40,Vermont,03-16-2020,Burlington,,,,,,,,Non-essential businesses closed,"""All nonessential city services will also be suspended from Wednesday, March 18, through at least April 6.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/13/2020 12:20:32,Vermont,03-17-2020,State-wide,,,,,,,,Some (cherry-picked) businesses closed,"""The governor's order defines ""essential"" persons as healthcare providers, criminal justice personnel; public health employees; firefighters; Vermont National Guard personnel; other first responders and state employees; and staff and providers of necessary childcare services.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/13/2020 12:21:04,Vermont,03-25-2020,State-wide,,,Shelter-in-place order,,,,,,"""On March 24, Governor Phil Scott issued a statewide stay-at-home order effective March 25 until April 15.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/13/2020 12:21:31,Vermont,03-30-2020,State-wide,,Travel restrictions for out of state travelers,,,,,,,"""On March 30, Governor Scott imposed quarantine restrictions on travelers arriving in Vermont.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/13/2020 12:08:19,Virginia,03-12-2020,State-wide,State of Emergency declared,,,,,,,,"""On March 12, Governor Ralph Northam declared a state of emergency in the state of Virginia.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/13/2020 12:09:14,Virginia,03-17-2020,State-wide,,,,Banned gatherings of a certain size,10,,,,"""On March 17, Northam banned a gathering of more than ten people in restaurants, fitness centers, and theaters""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/13/2020 12:10:08,Virginia,03-23-2020,State-wide,,,,,,Schools closed,,,"""On March 23, Northam announced schools will be closed for the remainder of the academic year."" ",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/13/2020 12:10:45,Virginia,03-23-2020,State-wide,,,,,,,,Some (cherry-picked) businesses closed,"""Barbershops, gyms, theaters, bowling alleys, and any other business that allows the group of more than ten people, will be banned.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/13/2020 12:11:27,Virginia,03-30-2020,State-wide,,,Shelter-in-place order,,,,,,"""On March 30, Governor Northam issued a statewide stay-at-home order effective March 30 through June 10 unless amended or rescinded by a further executive order.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/13/2020 11:42:13,Washington,02-29-2020,State-wide,State of Emergency declared,,,,,,,,"""On February 29, Governor Jay Inslee declared a state of emergency after the first US death attributable to COVID-19 occurred""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/13/2020 11:43:42,Washington,03-15-2020,State-wide,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),No closure,"""On March 15, Governor Inslee announced the closing of all sit-down restaurants statewide""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/13/2020 11:56:59,Washington,03-21-2020,Everett,,,Shelter-in-place order,,,,,Non-essential businesses closed,"""On March 21, the City of Everett ordered residents and business owners to stay at home ""until further notice"", except for some essential workers.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/13/2020 11:57:39,Washington,03-22-2020,Edmonds,,,Shelter-in-place order,,,,,Non-essential businesses closed,"""The city of Edmonds also issued a stay-at-home order effective March 22 until further notice.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/13/2020 12:00:58,Washington,03-22-2020,Yakima,,,Shelter-in-place order,,,,,No closure,"""Yakima County issued a stay-at-home order effective March 22 until further notice.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/13/2020 12:02:42,Washington,03-11-2020,"King, Snohomish, and Pierce",,,,Banned gatherings of a certain size,250,,,,"""On March 11, Governor Inslee invoked emergency powers and banned ""social, spiritual, and recreational gatherings"" of over 250 people in King, Snohomish and Pierce Counties (including the core of the Seattle metropolitan area) for at least the month of March""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Washington_(state)#Government_response
4/13/2020 12:03:13,Washington,03-12-2020,State-wide,,,,,,Schools closed,,,"""On March 12, Governor Inslee announced closures for all public and private K-12 schools in King, Snohomish, and Pierce Counties beginning from March 17 through at least April 24.[120] Later, on March 13, Inslee announced K-12 closures until at least April 24 throughout the state.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Washington_(state)#Government_response
4/13/2020 12:05:31,Washington,03-23-2020,State-wide,,,Shelter-in-place order,,,,,,"""Governor Inslee announced a statewide stay-at-home order on March 23, to last at least two weeks.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Washington_(state)#Government_response
4/13/2020 12:06:50,Washington,03-24-2020,Ocean Shores,,,Night-time curfew,,,,,,"""On March 24, the city of Ocean Shores closed roads leading to Pacific Ocean beaches and declared a city-wide midnight curfew.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Washington_(state)#Government_response
4/13/2020 11:26:23,West Virginia,03-14-2020,State-wide,,,,,,Schools closed,,No closure,"""On March 14, Governor Jim Justice closed schools, cancelled travel by state employees, suspended the high school basketball tournaments, and restricted access to nursing homes.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/13/2020 11:38:09,West Virginia,03-16-2020,State-wide,State of Emergency declared,,,,,,,No closure,"""On March 16, Justice declared a state of emergency."" ",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/13/2020 11:38:49,West Virginia,03-23-2020,State-wide,,,Shelter-in-place order,,,,,No closure,"""On March 23, Governor Justice announced a stay-at-home order to be effective at 8 p.m. on the same day and ordered non-essential businesses to close immediately.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/13/2020 11:40:01,West Virginia,03-23-2020,State-wide,,,,,,,,Non-essential businesses closed,"""On March 23, Governor Justice announced a stay-at-home order to be effective at 8 p.m. on the same day and ordered non-essential businesses to close immediately.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/13/2020 11:17:52,Wisconsin,03-10-2020,Osceola,,,,,,Schools closed,,No closure,"""The Osceola School District closed schools on March 10, to sanitize the buildings and buses after a person who attended a regional sports tournament was found to be infected.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Wisconsin#Government_response
4/13/2020 11:18:36,Wisconsin,03-12-2020,State-wide,State of Emergency declared,,,,,,,No closure,"""On March 12, Governor Tony Evers declared a State of Emergency.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/13/2020 11:19:26,Wisconsin,03-13-2020,State-wide,,,,,,Schools closed,,No closure,"""On the 13th, the governor ordered the closure of all public and private K-12 schools in the state until at least April 5."" ",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/13/2020 11:21:11,Wisconsin,03-16-2020,State-wide,,,,Banned gatherings of a certain size,60,,,No closure,"""On March 16, Evers announced restrictions on the number of people that could be present at childcare facilities, limiting it to 10 staff and 50 children at the same time.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Wisconsin#Government_response
4/13/2020 11:22:15,Wisconsin,03-17-2020,State-wide,,,,Banned gatherings of a certain size,10,,,No closure,"""On March 17, a statewide ban of all gatherings with more than 10 people was announced by the governor.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Wisconsin#Government_response
4/13/2020 11:23:47,Wisconsin,03-24-2020,State-wide,,,Shelter-in-place order,,,,,Non-essential businesses closed,"""On March 23, Evers announced closures of all non-essential businesses to be signed on Tuesday, March 24, and urged citizens to stay at home to reduce the spread of COVID-19.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Wisconsin#Government_response
4/13/2020 11:25:13,Wisconsin,03-23-2020,Milwaukee,,,Shelter-in-place order,,,,,No closure,"""On March 23, the City of Milwaukee issued a stay-at-home order effective that day""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/13/2020 10:14:50,Wyoming,03-13-2020,State-wide,State of Emergency declared,,,,,,,No closure,"On March 13, Governor Gordon issued Executive Order 2020–2 to declare a State of Emergency in order to access funding issued by Congress. The Order allows for the use of the Wyoming National Guard along with giving additional powers to the Director of the Office of Homeland Security, the Adjutant General, and the Director of the Wyoming Department of Health.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/13/2020 10:41:45,Wyoming,03-15-2020,State-wide,,,,,,Schools closed,,No closure,"On March 15, Governor Gordon and Wyoming State Superintendent Jillian Balow issued a joint recommendation that all Wyoming school close to reduce the spread of the virus.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/13/2020 10:49:05,Wyoming,03-28-2020,Jackson,,,Shelter-in-place order,,,,,No closure,"""The Town of Jackson on Saturday ordered residents to stay at home to prevent the spread of COVID-19.""",https://trib.com/news/local/casper/jackson-issues-shelter-in-place-order-to-limit-spread-of/article_40c9fa29-c59b-540f-b4cd-7b211b6eb335.html
4/13/2020 10:51:10,Wyoming,03-28-2020,Teton,,,Shelter-in-place order,,,,,No closure,"Teton County on Saturday ordered older adults, people living in nursing homes, those with high-risk medical conditions and those living with an older adult or person with a high-risk medical conditions to stay at home.",https://cowboystatedaily.com/2020/03/29/teton-county-issues-states-first-shelter-in-place-order/
4/13/2020 10:54:32,Wyoming,03-30-2020,Teton,,,,Suggested limiting of gatherings,,,,No closure,"""New health order limits gatherings to households only""",https://buckrail.com/new-health-order-limits-gatherings-to-households-only/
4/13/2020 10:56:10,Wyoming,03-31-2020,Jackson,,,,Suggested limiting of gatherings,,,,,"""Following a newly-approved county-wide Public Health Order that prohibits public or private gatherings with anyone outside your household, Jackson town councilors voted this morning to repeal the emergency stay-at-home ordinance passed last Saturday.""",https://buckrail.com/town-repeals-emergency-stay-at-home-order-in-favor-of-county-order/
