Timestamp,State,Effective Date,Coverage,State of Emergency Declaration,Travel Restrictions,Shelter-in-place Order,Gathering Limitations,Banning Gatherings of a Certain Size,K-12 School Closure,Bar and Dine-in Restaurant Closure,Non-essential Businesses Closure,Details (if any) ,Reference links
4/11/2020 12:19:41,Illinois,03-09-2020,State-wide,State of Emergency declared,,,,,,,,"""On March 9, Governor J. B. Pritzker issued a disaster proclamation, the state's equivalent to a state of emergency, as four new cases were announced in the state.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Illinois#Government_response
4/11/2020 12:22:05,Illinois,03-16-2020,State-wide,,,,Banned gatherings of a certain size,50,,,,"""On March 16, Governor Pritzker announced that all gatherings of 50 or more people will be canceled in accordance with new CDC guidelines.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Illinois#Government_response
4/11/2020 12:22:44,Illinois,03-21-2020,State-wide,,,Shelter-in-place order,,,,,,"""On March 20, Governor Pritzker announced a statewide stay-at-home order starting on March 21 until April 7, 2020.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Illinois#Government_response
4/11/2020 12:23:42,Indiana,03-06-2020,State-wide,State of Emergency declared,,,,,,,,"""On March 6, Governor Eric Holcomb declared a public health emergency due to the first positive Indiana case.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/2020 12:24:48,Indiana,03-16-2020,State-wide,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),,"""Holcomb announced the closure of all bars and restaurants statewide to in-person service on March 16. """,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/2020 12:25:22,Indiana,03-25-2020,State-wide,,,Shelter-in-place order,,,,,,"""On March 23, Holcomb announced statewide stay-at-home order effective March 25.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/2020 12:26:25,Indiana,03-19-2020,State-wide,,,,,,Schools closed,,,"""All K-12 schools (both public and private) were to remain closed until at least May 1, and all state-mandated standardized tests were canceled.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Indiana
4/11/2020 12:27:28,Iowa,03-09-2020,State-wide,State of Emergency declared,,,,,,,,"""March 9 – Proclamation of Disaster Emergency signed by Governor Kim Reynolds""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/2020 12:28:17,Iowa,03-15-2020,State-wide,,,,,,Schools closed,,,"""March 15 – Governor Reynolds recommends closing schools for four weeks. """,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/2020 14:26:12,Kansas,03-12-2020,State-wide,State of Emergency declared,,,,,,,,"""On March 12, Governor Laura Kelly has issued an emergency declaration for the State of Kansas""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/2020 14:27:56,Kansas,03-15-2020,State-wide,,,,,,Schools closed,,,"""On March 15, Governor Laura Kelly recommends closing schools for a week."" and ""Several schools across the state (but none in Wichita) suspend classes for the rest of the month""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/2020 14:28:28,Kansas,03-16-2020,State-wide,,,,Banned gatherings of a certain size,50,,,,"""On March 16, Kelly also announced a ban on gatherings of 50 or more people.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/2020 14:29:15,Kansas,03-22-2020,"Johnson, Wyandotte, and Leavenworth",,,Shelter-in-place order,,,,,,"""Johnson, Wyandotte, and Leavenworth counties imposed stay-at-home orders on March 22.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/2020 14:30:00,Kansas,03-24-2020,Douglas ,,,Shelter-in-place order,,,,,,"""Douglas County issued an order effective March 24 until April 23 at the earliest""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/2020 14:31:40,Kansas,03-25-2020,"Atchison, Miami, Morris, Sedgwick",,,Shelter-in-place order,,,,,,"""On March 24, Atchison County issued a ""shelter-at-home order"" effective March 25 to April 25."" and ""Morris County issued a stay-at-home order effective March 25 until April 25."" and ""Sedgwick County issued a stay-at-home order effective March 25. """,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/2020 14:33:18,Kansas,03-26-2020,"Coffey, Doniphan, Lyon, and Shawnee",,,Shelter-in-place order,,,,,,""" Doniphan and Shawnee counties issued stay-at-home orders effective March 26."" and  ""On March 25, Lyon County issued a stay-at-home order effective March 26 until April 25."" and ""Coffey County issued a stay-at-home order effective March 26.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/2020 14:33:51,Kansas,03-27-2020,Sumner,,,Shelter-in-place order,,,,,,"""On March 26, Sumner County issued a stay-at-home order effective March 27 through April 25.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/2020 14:35:27,Kansas,03-28-2020,"Chase, Jefferson, and Osage",,,Shelter-in-place order,,,,,,"""Osage County issued a stay-at-home order effective March 28 until further notice."" and ""Jefferson County issued a stay-at-home order effective March 28 until April 14."" and ""Chase County issued a stay-at-home order effective March 28 for 30 days.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/2020 14:36:09,Kansas,03-30-2020,State-wide,,,Shelter-in-place order,,,,,,"""On March 28, Governor Laura Kelly issued a statewide ""stay-home order"", effective March 30 until April 19 at the earliest""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/2020 14:38:17,Kansas,03-17-2020,"Jackson, Johnson, Kansas City",,,,Banned gatherings of a certain size,10,,Bar and dine-in restaurant closed (except take-out and delivery),,"""Johnson County, Kansas and the Unified Government of Wyandotte County, Kansas and Kansas City, Kansas, partnering with local governments in Missouri; Jackson County, Missouri and Kansas City, Missouri, announced a ban on gatherings of over 10 people, effective immediately, as well as the closing of all bars, restaurants, and theaters for 15 days effective March 17.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Kansas
4/11/2020 14:39:47,Kentucky,03-06-2020,State-wide,State of Emergency declared,,,,,,,,"""March 6 – Governor Andy Beshear declared a state of emergency, also confirming the state's first COVID-19 case.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/2020 14:40:26,Kentucky,03-16-2020,State-wide,,,,,,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),,"""March 16 – Beshear announced the closure of in-person service at bars and restaurants. Delivery, take-out, and drive-through service will still be available."" and ""5:43 p.m.: Gov. Andy Beshear recommended closing all schools across the state – public and private – to prevent the spread of COVID-19. He’s asking schools to close Monday Mar. 16, and stay closed for two weeks.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/2020 14:41:06,Kentucky,03-17-2020,State-wide,,,,,,,,Some (cherry-picked) businesses closed,"""March 17 – Beshear announced the closure of all public-facing businesses that do not provide a specific set of ""essential services"", effective at 5:00 pm on March 18. Among the businesses required to close were community centers, hair salons, spas, gyms, concert venues, and sports venues.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic and https://wfpl.org/live-coverage-coronavirus-in-the-louisville-area/
4/11/2020 14:42:32,Kentucky,03-23-2020,State-wide,,,,,,,,Non-essential businesses closed,"""March 22 – Beshear announced the closure of all nonessential businesses in the state as of March 23.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/2020 14:42:59,Kentucky,04-01-2020,State-wide,,"Travel restrictions for out of state travelers, Border closures",,,,,,,"""April 1 – Gov. Beshear ordered Kentucky residents not to leave the state and imposed a 14-day self-quarantine on those who return from out of state.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/2020 14:48:45,Louisiana,03-20-2020,New Orleans,,,Shelter-in-place order,,,,,,"""New Orleans issued a stay-at-home order effective March 20.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/2020 14:49:12,Louisiana,03-23-2020,State-wide,,,Shelter-in-place order,,,,,,"""A statewide order was later issued effective March 23.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/2020 14:52:19,Louisiana,03-16-2020,State-wide,,,,Banned gatherings of a certain size,50,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),Some (cherry-picked) businesses closed,"""Governor John Bel Edwards closed schools statewide on March 16, 2020, restricted most businesses to takeout and delivery only, postponed presidential primaries, and placed limitations on large gatherings.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Louisiana#Government_response and https://gov.louisiana.gov/order/
4/11/2020 14:52:57,Louisiana,03-11-2020,State-wide,State of Emergency declared,,,,,,,,See table,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/2020 14:56:48,Maine,03-15-2020,State-wide,State of Emergency declared,,,,,,,,"""On March 15, Governor Janet Mills declared a state of emergency in Maine.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/2020 14:57:24,Maine,03-23-2020,Brunswick,,,Shelter-in-place order,,,,,,"""On March 23, Brunswick issued a shelter-in-place order effective for seven days.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/2020 14:57:56,Maine,03-26-2020,South Portland,,,Shelter-in-place order,,,,,,"""On March 26, South Portland issued a stay-at-home order effective March 27.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/2020 14:58:22,Maine,03-31-2020,State-wide,,,Shelter-in-place order,,,,,,"""On March 31, Governor Mills issued a statewide stay-at-home order effective April 2 until April 30.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/2020 14:59:54,Maine,03-25-2020,Portland,,,Shelter-in-place order,,,,,,"""On March 24, the City of Portland announced that the manager has signed a stay-at-home order beginning on March 25 for all non-essential businesses and services in Portland, with a potential end date on April 27.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Maine
4/11/2020 15:00:55,Maryland,03-05-2020,State-wide,State of Emergency declared,,,,,,,,"""On March 5, Governor Larry Hogan declared a state of emergency after the first three cases of coronavirus were confirmed in the state.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/2020 15:01:41,Maryland,03-12-2020,State-wide,,,,Banned gatherings of a certain size,250,,,,"""On March 12, Governor Hogan declared all Maryland public schools were to be closed from March 16 through April 24, gatherings of more than 250 people were banned, and the Maryland National Guard was activated to a higher state of readiness.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/2020 15:02:30,Maryland,03-15-2020,State-wide,,,,,,,,Some (cherry-picked) businesses closed,"On March 15, Governor Hogan ordered all Maryland casinos, racetracks, and off-track betting parlors to shut down to help prevent the spread of coronavirus.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/2020 15:03:39,Maryland,03-16-2020,State-wide,,,,Banned gatherings of a certain size,50,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),,"""On March 16, Governor Hogan signed an executive order banning gatherings of over 50 people as recommended by the CDC."" and ""On March 12, Governor Hogan declared all Maryland public schools were to be closed from March 16 through April 24, "" and ""On March 16, Governor Hogan signed an executive order banning gatherings of over 50 people as recommended by the CDC. He also ordered all bars, restaurants, gyms, and movie theaters throughout the state to close to prevent further spreading of the coronavirus beginning at 5:00 p.m. the same day. """,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic and https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Maryland#Government_response
4/11/2020 15:04:19,Maryland,03-23-2020,State-wide,,,,,,,,Non-essential businesses closed,"""On March 23, Governor Larry Hogan ordered all non-essential businesses in the state to close effective at 5 p.m. Monday to prevent further spread of COVID-19.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/2020 15:04:51,Maryland,03-30-2020,State-wide,,,Shelter-in-place order,,,,,,"""On March 30, Governor Hogan issued a statewide stay-at-home order effective March 30 until the end of the state of emergency.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/2020 9:52:02,Massachusetts,03-10-2020,State-wide,State of Emergency declared,,,,,,,,"""Citing the rapid increase in cases, Governor Charlie Baker declared a state of emergency for Massachusetts on March 10.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Massachusetts#Government_response
4/14/2020 9:52:55,Massachusetts,03-17-2020,State-wide,,,,Banned gatherings of a certain size,25,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),,"""On March 15, Governor Baker banned all public gatherings of over 25 people, closed all K–12 public schools from March 17 through April 7, and banned on-site service at bars and restaurants for the same period.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Massachusetts#Government_response
4/14/2020 9:53:36,Massachusetts,03-24-2020,State-wide,,,Shelter-in-place order,Banned gatherings of a certain size,10,,,,"""On March 23, Governor Baker announced a stay-at-home advisory to be effective from March 24 until April 7. On March 31 the advisory which was extended to May 4.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Massachusetts#Government_response
4/14/2020 9:54:20,Massachusetts,03-27-2020,State-wide,,Travel restrictions for out of state travelers,,,,,,,"""On March 27, Governor Baker asked travelers from out of state to avoid Massachusetts or to self-quarantine upon arrival for 14 days. """,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Massachusetts#Government_response
4/14/2020 9:56:00,Massachusetts,03-13-2020,"Wellesley, Framingham, and Boston",,,,,,Schools closed,,,"""Wellesley and Framingham closed their public schools and libraries for two weeks on March 13."" and  ""Also on March 13, Boston announced that its public schools would close for six weeks from Tuesday, March 17 through April 26.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Massachusetts#Government_response
4/14/2020 10:00:28,Michigan,03-12-2020,State-wide,,,,,,Schools closed,,,"""On March 12, Gov. Gretchen Whitmer called for all public schools to close until April 6."" and ""On April 2, she cancelled in-person education for the remainder of the 2019–2020 K-12 school year.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/2020 10:01:04,Michigan,03-13-2020,State-wide,,,,Banned gatherings of a certain size,250,,,,"""On March 13, Whitmer ordered cancellation of most events gathering more than 250 people.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/2020 10:01:34,Michigan,03-17-2020,State-wide,,,,Banned gatherings of a certain size,50,,,,"""Effective March 17, this threshold was reduced to 50 people.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/2020 10:02:20,Michigan,03-16-2020,State-wide,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),,"""On March 16, Whitmer ordered restaurants and bars to suspend on-site dining, allowing only take-out and delivery service.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/2020 10:03:05,Michigan,03-22-2020,State-wide,,,,,,,,Some (cherry-picked) businesses closed,"""Effective March 22, Whitmer ordered closure of non-essential personal-care services, such as hair salons, and massage or tattoo services.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/2020 10:03:39,Michigan,03-24-2020,State-wide,,,Shelter-in-place order,,,,,,"""Effective March 24, Whitmer ordered all non-essential workers to stay at home, and all non-essential travel ceased.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/2020 10:07:26,Minnesota,03-13-2020,State-wide,State of Emergency declared,,,,,,,,"""On March 13, a Peacetime State of Emergency was declared by Governor Tim Walz.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/2020 10:08:39,Minnesota,03-14-2020,St Paul,,,,Banned gatherings of a certain size,50,,,,"""On March 14, St. Paul Mayor Melvin Carter declared a State of Local Emergency. The city will no longer be issuing any new permits for gatherings of 50 or more people.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/2020 10:09:14,Minnesota,03-18-2020,State-wide,,,,,,Schools closed,,,"""On March 15, Governor Tim Walz closed all schools from March 18 until at least March 27.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/2020 10:11:57,Minnesota,03-17-2020,State-wide,,,,,,,,Non-essential businesses closed,"""Governor Tim Walz announces in Executive Order 20-04 that all non-essential businesses close until March 27, 2020, citing the first confirmed case of community spread, detected the previous day, as his cause for this action.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Minnesota#Government_response
4/14/2020 10:13:06,Minnesota,03-27-2020,State-wide,,,Shelter-in-place order,,,,,,"""Governor Tim Walz signs Executive Order 20-20. This order states that all people currently residing in Minnesota are to shelter in place beginning March 27, 2020 at 11:59PM through April 10, 2020 at 5:00PM.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Minnesota#Government_response
4/14/2020 10:14:43,Mississippi,03-14-2020,State-wide,State of Emergency declared,,,,,,,,"""On March 14, two days after the first case was announced in the state, Governor Tate Reeves, declared a state of emergency, due to how big of an impact the neighboring state of Louisiana, has had with the virus. Louisiana at the time was the most infected state per capita.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Mississippi
4/14/2020 10:15:38,Mississippi,03-22-2020,Tupelo and Oxford,,,Shelter-in-place order,,,,,,"""March 21 – Tupelo issued a stay-at-home order effective from March 22 through March 28."" and ""Oxford issued a stay-at-home resolution effective March 22 through April 6 at the earliest.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/2020 10:16:19,Mississippi,03-21-2020,Columbus,,,Night-time curfew,,,,,,"""The same day, Columbus put in a curfew from 10 pm to 6 am until further notice.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Mississippi
4/14/2020 10:17:31,Mississippi,03-24-2020,State-wide,,,,Banned gatherings of a certain size,10,,,,"""On March 24, Governor Reeves issued an executive order deeming most businesses as ""essential"" including restaurants, bars and other establishments including dining in but limiting to 10 persons. """,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Mississippi
4/14/2020 10:18:07,Mississippi,04-01-2020,State-wide,,,Shelter-in-place order,,,,,,"""On April 1, an additional executive order was issued by the Governor, announcing a state-wide shelter-in-place order, requiring all non-essential businesses to close and overrides previous allowances for dine-in services in restaurants made in the March 24 executive order.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Mississippi
4/14/2020 10:21:36,Mississippi,03-24-2020,Fulton,,,Shelter-in-place order,,,,,,"""March 23 – Fulton issued a shelter-in-place order effective from March 24 to April 5""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/2020 10:22:25,Mississippi,03-28-2020,Moss Point,,,,,,,,,"""March 27 – Moss Point issued a shelter-in-place order effective March 28 until further notice""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/2020 10:23:26,Mississippi,03-31-2020,"Lauderdale, Meridian",,,Shelter-in-place order,,,,,,"""March 31 – Governor Reeves issued a shelter-in-place order for Lauderdale County effective March 31 through April 14."" and ""Meridian responded with its own shelter-in-place order.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/2020 10:24:24,Missouri,03-13-2020,State-wide,State of Emergency declared,,,,,,,,"""On March 13, Governor Mike Parson declared a state of emergency for Missouri, following the third and fourth cases of the disease manifesting in the state. """,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/2020 10:25:31,Missouri,03-22-2020,"Belton, Clay, Platte, Kansas City, and Jackson",,,Shelter-in-place order,,,,,,"""Jackson, Clay, and Platte counties and Kansas City and Belton issued stay-at-home orders on March 22.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/2020 10:26:12,Missouri,03-23-2020,St. Louis,,,Shelter-in-place order,,,,,,"""St. Louis and St. Louis County issued a stay-at-home order effective March 23 to April 22.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/2020 10:27:54,Missouri,03-24-2020,"St. Charles, Jefferson, St. Joseph, and Cass",,,Shelter-in-place order,,,,,,"""St. Charles County issued a stay-at-home order effective March 24."" and ""Jefferson County issued a stay-at-home order effective from March 24 through April 23."" and ""Cass County issued a stay-at-home order effective March 24 through April 24."" and ""St. Joseph issued a shelter-in-place order effective March 24 until April 2""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/2020 10:29:22,Missouri,03-25-2020,"Columbia, Boone, Randolph, and Ray",,,Shelter-in-place order,,,,,,"""On March 24, Columbia and surrounding Boone County issued a stay-at-home order effective March 25 through April 24"" and ""Randolph County issued a stay-at-home order effective March 25 until April 24"" and ""Ray County issued a stay-at-home order effective March 25 through April 24""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/2020 10:30:43,Missouri,03-26-2020,"Webster, Christian, Perry, Clinton, and Hannibal ",,,Shelter-in-place order,,,,,,"""On March 25, Webster County issued a stay-at-home order effective March 26 until April 24"" and ""Christian County issued a stay-at-home order effective March 26 for 30 days."" and ""Perry County issued a stay-at-home order effective March 26 until April 24."" and ""On March 26, Hannibal issued a shelter-in-place order."" and ""Clinton County issued a stay-at-home order effective until further notice""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/2020 10:31:27,Missouri,03-27-2020,Caldwell,,,Shelter-in-place order,,,,,,"""Caldwell County issued a stay-at-home order effective March 27 until further notice""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/2020 10:32:22,Missouri,03-28-2020,Cole and West Plains,,,Shelter-in-place order,,,,,,"""On March 27, Cole County issued a stay-at-home order effective March 28 until April 11."" and ""West Plains issued a stay-at-home order effective March 28 through April 15.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/2020 10:32:56,Missouri,03-29-2020,Lincoln ,,,Shelter-in-place order,,,,,,"""Lincoln County issued a stay-at-home order effective March 29 until April 6""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/2020 10:34:17,Missouri,03-30-2020,"Bates, Chariton, and Harrison",,,Shelter-in-place order,,,,,," ""Bates County issued a stay-at-home order effective March 30 through April 24."" and ""On March 28, Chariton County issued a stay-at-home order effective March 30 until April 24 at the earliest."" and ""Harrison County issued a shelter-in-place (stay-at-home) order effective March 30 until further notice""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/2020 10:35:10,Missouri,03-31-2020,Gascondale and Lafayette,,,Shelter-in-place order,,,,,,"""Gasconade County issued a stay-at-home order effective March 31 until April 16."" and ""Lafayette County issued a stay-at-home order effective March 31 through April 30.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/2020 10:36:51,Missouri,04-01-2020,"Maryville, Crawford, Johnson, and Dade",,,Shelter-in-place order,,,,,,"""On March 29, Maryville issued a shelter-in-place order effective April 1 through April 14 at the earliest."" and ""On March 31, Crawford County issued a shelter-in-place order effective April 1 through April 30."" and ""Johnson County issued a stay-at-home order effective April 1 through April 30."" and ""Dade County issued a stay-at-home order effective April 1 through April 24.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/2020 10:38:12,Missouri,04-02-2020,Stoddard and Pulaksi,,,Shelter-in-place order,,,,,,"""On April 2, Pulaski County issued a stay-at-home order effective April 2 through April 30."" and ""Stoddard County issued a stay-at-home order effective April 2 until further notice.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/2020 10:39:28,Missouri,04-03-2020,"St. Francois, Linn, and Osage",,,Shelter-in-place order,,,,,,"""On March 30, St. Francois County issued a stay-at-home order effective April 3."" and ""On April 1, Linn County issued a stay-at-home order effective April 3 to 24."" and ""Earlier, Osage County issued a stay-at-home order effective April 3 until May 1.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/2020 10:40:29,Missouri,04-04-2020,Vernon and Scott,,,Shelter-in-place order,,,,,,"""Vernon County issued a stay-at-home order effective April 4 until April 25."" and ""Scott County issued a stay-at-home order effective April 4 until further notice.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/2020 10:41:12,Missouri,04-05-2020,Pike,,,Shelter-in-place order,,,,,,"""Pike County issued a stay-at-home order effective April 5 through April 30""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/2020 10:41:36,Missouri,04-06-2020,State-wide,,,Shelter-in-place order,,,,,,"""On April 3, Governor Parson issued a statewide stay-at-home order effective April 6 through April 24.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/2020 10:42:51,Missouri,03-19-2020,State-wide,,,,,,Schools closed,,,"""The Missouri Department of Elementary and Secondary Education announced that by 1:30 p.m. CDT on March 19, all 555 school districts in Missouri reported some form of district-wide school closures.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Missouri
4/14/2020 10:43:50,Montana,03-12-2020,State-wide,State of Emergency declared,,,,,,,,"""On March 12, Governor Steve Bullock declared a state of emergency in Montana.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Montana
4/14/2020 10:44:34,Montana,03-16-2020,State-wide,,,,Suggested limiting of gatherings,,Schools closed,,,"""Mid-day March 15, Governor Bullock issued an executive order that closed all public schools in the state for two weeks beginning March 16 and lasting until March 27. In addition, the governor ordered the suspension of all nursing home visits with the exception of end-of-life situations. Governor Bullock also suggested, but did not ban, the gathering of all groups over 50 people.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Montana
4/14/2020 10:45:24,Montana,03-20-2020,State-wide,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),Some (cherry-picked) businesses closed,"""On March 20, Governor Bullock announced measures that would close all sit-down and dine-in food services, all alcoholic beverage businesses, casinos, and other businesses that serve groups of people at one time. The closure began at 8:00 p.m. that same day and last until midnight on March 28""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Montana
4/14/2020 10:46:10,Montana,03-28-2020,State-wide,,,Shelter-in-place order,,,,,,"""Governor Bullock signed a pair of executive orders on March 26 enforcing a stay-at-home order for all Montana residents beginning at midnight on March 28 and ending on April 10. The executive order also forced all non-essential businesses to fully close.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Montana
