,Timestamp,State,Effective Date,Coverage,State of Emergency Declaration,Travel Restrictions,Shelter-in-place Order,Gathering Limitations,Banning Gatherings of a Certain Size,K-12 School Closure,Bar and Dine-in Restaurant Closure,Non-essential Businesses Closure,Details (if any) ,Reference links,Unnamed: 0,Face Covering Requirements
125,4/13/2020 12:20:32,Vermont,03-17-2020,State-wide,,,,,,,,Some (cherry-picked) businesses closed,"""The governor's order defines ""essential"" persons as healthcare providers, criminal justice personnel; public health employees; firefighters; Vermont National Guard personnel; other first responders and state employees; and staff and providers of necessary childcare services.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764,,
126,4/13/2020 12:09:14,Virginia,03-17-2020,State-wide,,,,Banned gatherings of a certain size,10.0,,,,"""On March 17, Northam banned a gathering of more than ten people in restaurants, fitness centers, and theaters""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764,,
127,4/13/2020 11:22:15,Wisconsin,03-17-2020,State-wide,,,,Banned gatherings of a certain size,10.0,,,,"""On March 17, a statewide ban of all gatherings with more than 10 people was announced by the governor.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Wisconsin#Government_response,,
128,4/10/2020 14:42:59,Alabama,03-18-2020,State-wide,,,,Banned gatherings of a certain size,50.0,Schools closed,,,"""On March 12, all schools were closed from March 18 until April 6"" and ""On March 18, statewide health order prohibited all non-work related gatherings of 25+ persons or any non-work related gatherings that cannot maintain consistent six-foot spacing between people.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Alabama,,
129,4/10/2020 15:12:22,Alaska,03-18-2020,State-wide,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),Some (cherry-picked) businesses closed,"""Effective March 18, restaurants were restricted to take-out and delivery, and entertainment venues such as movie theaters and gyms were closed.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Alaska,,
130,4/11/2020 10:37:37,Colorado,03-18-2020,San Miguel,,,Shelter-in-place order,,,,,,"""San Miguel County imposed a stay-at-home order effective March 18 through April 3 at the earliest.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
131,4/11/2020 10:47:38,Colorado,03-18-2020,State-wide,,,,Banned gatherings of a certain size,50.0,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),Non-essential businesses closed,"""Govenor Jared Polis expanded the closures by ordering a state-wide closure of dine-in services, gyms, casinos, and theaters."" and ""On March 18, Governor Jared Polis closed schools until April 17 and banned gatherings of more than 10 people for the following 30 days."" and ""On March 19, Colorado reported two more COVID-19-related deaths, one of which was a man related to Colorado's first death. Govenor Jared Polis extended the closure of bars, restaurants, theaters, gymnasiums and casinos until April 30 and suspended all nonessential medical procedures. The governor also ordered the closure of ""nonessential"" businesses until April 30, which include nail salons, spas, and tattoo parlors.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Colorado#Government_response,,
132,4/11/2020 11:30:59,Georgia,03-18-2020,State-wide,,,,,,Schools closed,,,"""ordered on March 16 that all public schools, colleges, and universities in the state close from March 18 through the start of April.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Georgia_(U.S._state)#Government_response,,
133,4/14/2020 10:09:14,Minnesota,03-18-2020,State-wide,,,,,,Schools closed,,,"""On March 15, Governor Tim Walz closed all schools from March 18 until at least March 27.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
134,4/14/2020 17:32:15,Ohio,03-18-2020,State-wide,,,,,,,,Some (cherry-picked) businesses closed,"""On March 18 DeWine closed barbershops, salons, and tattoo parlors and announced closing of most BMV locations, asking the state legislature to pass a grace period for people whose licenses expired."" and ""Businesses that remained open were advised to monitor employees' temperatures.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,,
135,4/10/2020 16:17:39,Arkansas,03-19-2020,State-wide,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),,"""On March 19, Hutchinson extended public school closures until April 17 and ordered restaurants and bars to offer take-out services only.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#Arkansas,,
136,4/10/2020 16:38:34,California,03-19-2020,State-wide,,,Shelter-in-place order,,,,,,"""On March 19, Governor Newsom announced a statewide stay at home order with all residents except those working in essential occupations urged to stay at home.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
137,4/11/2020 11:36:44,Georgia,03-19-2020,Athens-Clarke,,,Shelter-in-place order,,,,,,"""Athens-Clarke County imposed a stay-at-home order effective March 19 to April 7.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
138,4/11/2020 12:12:52,Hawaii,03-19-2020,Honolulu and Maui,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),,"""The same day, Honolulu City Mayor Kirk Caldwell announced efforts to curb the spread of the virus, including the closures of parks and a 15-day ban on dining in, at restaurants and bars."" and ""Similar measures were announced by Mayor Michael Victorino for Maui County, effective from March 20 until May 3.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Hawaii,,
139,4/11/2020 12:26:25,Indiana,03-19-2020,State-wide,,,,,,Schools closed,,,"""All K-12 schools (both public and private) were to remain closed until at least May 1, and all state-mandated standardized tests were canceled.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Indiana,,
140,4/14/2020 10:42:51,Missouri,03-19-2020,State-wide,,,,,,Schools closed,,,"""The Missouri Department of Elementary and Secondary Education announced that by 1:30 p.m. CDT on March 19, all 555 school districts in Missouri reported some form of district-wide school closures.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Missouri,,
141,4/14/2020 13:52:17,Nebraska,03-19-2020,"Cass, Douglas, and Sarpy",,,,Banned gatherings of a certain size,10.0,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),,"""Today, Governor Pete Ricketts announced the State’s first Directed Health Measure (DHM) for coronavirus disease 2019 (COVID-19). The DHM imposes an enforceable limit on public gatherings. The measure comes after the Douglas County Public Health Department confirmed its second case of community transmission of COVID19"" and ""Among other steps, the DHM requires restaurants and bars in these areas to close their dining areas immediately and move to takeout service, delivery, and/or curbside service only until further notice. Additionally, schools in these areas are directed to operate without students in their buildings. This restriction does not apply to school staff working in school buildings.""",https://governor.nebraska.gov/sites/governor.nebraska.gov/files/doc/press/Governor%20Press%20Release%203-19%20-%20SPANISH.pdf,,
142,4/14/2020 17:24:08,North Dakota,03-19-2020,State-wide,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),Some (cherry-picked) businesses closed,"""On March 19 ... Burgum also restricted restaurants and bars to take-out/delivery/drive-through/off-sale service. He ordered movie theaters, other entertainment venues, health clubs, and gyms to close until April 6.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_North_Dakota,,
143,4/13/2020 12:26:31,Tennessee,03-19-2020,Chattanooga,,,,,,,,Some (cherry-picked) businesses closed,"""On March 19, the mayor of Chattanooga issued an executive order closings gyms and prohibiting dine-in service for restaurants and bars indefinitely.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Dakota,,
144,4/13/2020 12:46:23,Texas,03-19-2020,State-wide,,,,,,Schools closed,,,"""On March 19, Governor Abbott issued an executive order that closed schools statewide until at least April 3."" and ""On March 31, the Governor announced that schools in the state will continue to stay closed until May 4.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Texas#Government_response,,
145,4/10/2020 15:23:13,Arizona,03-20-2020,"Maricopa, Pinal, Navajo, Coconino, and Graham",,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),Some (cherry-picked) businesses closed,"""Governor Ducey announced March 19 that he would limit restaurant service and close bars, theaters and gyms in counties with confirmed cases of COVID-19. This directive, to take effect upon close of business March 20, would apply to six counties: Maricopa, which had 22 cases as of March 19; Pinal, which had 10; Pima, which had seven; Navajo, which had three; Coconino, which had one; and Graham, which had one.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Arizona,,
146,4/11/2020 12:10:42,Hawaii,03-20-2020,Kauai,,Border closures,Night-time curfew,,,,,,"""Kauai County announced a nighttime curfew effective March 20 and a limit on airline travel to essential needs until further notice.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Hawaii,,
147,4/11/2020 14:48:45,Louisiana,03-20-2020,New Orleans,,,Shelter-in-place order,,,,,,"""New Orleans issued a stay-at-home order effective March 20.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
148,4/14/2020 10:45:24,Montana,03-20-2020,State-wide,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),Some (cherry-picked) businesses closed,"""On March 20, Governor Bullock announced measures that would close all sit-down and dine-in food services, all alcoholic beverage businesses, casinos, and other businesses that serve groups of people at one time. The closure began at 8:00 p.m. that same day and last until midnight on March 28""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Montana,,
149,4/13/2020 12:27:17,Tennessee,03-20-2020,Knoxville,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),Some (cherry-picked) businesses closed,"""On March 20, the mayor of Knoxville issued an executive order closing bars, gyms, and commercial event venues and restricting restaurants to delivery and take-out service.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Dakota,,
150,4/11/2020 12:05:49,Hawaii,03-21-2020,State-wide,,Travel restrictions for out of state travelers,,,,,,,"""On March 21, Ige ordered a 14-day mandatory quarantine for travelers.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
151,4/11/2020 12:22:44,Illinois,03-21-2020,State-wide,,,Shelter-in-place order,,,,,,"""On March 20, Governor Pritzker announced a statewide stay-at-home order starting on March 21 until April 7, 2020.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Illinois#Government_response,,
152,4/14/2020 10:16:19,Mississippi,03-21-2020,Columbus,,,Night-time curfew,,,,,,"""The same day, Columbus put in a curfew from 10 pm to 6 am until further notice.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Mississippi,,
153,4/14/2020 14:24:57,New Jersey,03-21-2020,State-wide,,,Shelter-in-place order,,,,,,"""Governor Murphy announced a statewide stay-at-home order that all non-essential businesses in the state would be closed indefinitely by 9 p.m. on the 21st.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_Jersey#Government_response,,
154,4/13/2020 11:56:59,Washington,03-21-2020,Everett,,,Shelter-in-place order,,,,,,"""On March 21, the City of Everett ordered residents and business owners to stay at home ""until further notice"", except for some essential workers.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764,,
155,4/10/2020 15:13:19,Alaska,03-22-2020,Anchorage,,,Shelter-in-place order,,,,,,"""Mayor of Anchorage Ethan Berkowitz issued an ""emergency hunker down order"" effective March 22""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Alaska,,
156,4/11/2020 11:37:43,Georgia,03-22-2020,Dougherty,,,Shelter-in-place order,,,,,,"""Dougherty County imposed a shelter-in-place order effective March 22 through April 7.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
157,4/11/2020 12:06:29,Hawaii,03-22-2020,Honolulu,,,Shelter-in-place order,,,,,,"""On March 22, Honolulu County issued a stay-at-home order effective until April 30""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
158,4/11/2020 14:29:15,Kansas,03-22-2020,"Johnson, Wyandotte, and Leavenworth",,,Shelter-in-place order,,,,,,"""Johnson, Wyandotte, and Leavenworth counties imposed stay-at-home orders on March 22.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
159,4/14/2020 10:03:05,Michigan,03-22-2020,State-wide,,,,,,,,Some (cherry-picked) businesses closed,"""Effective March 22, Whitmer ordered closure of non-essential personal-care services, such as hair salons, and massage or tattoo services.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
160,4/14/2020 10:15:38,Mississippi,03-22-2020,Tupelo and Oxford,,,Shelter-in-place order,,,,,,"""March 21 – Tupelo issued a stay-at-home order effective from March 22 through March 28."" and ""Oxford issued a stay-at-home resolution effective March 22 through April 6 at the earliest.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
161,4/14/2020 10:25:31,Missouri,03-22-2020,"Belton, Clay, Platte, Kansas City, and Jackson",,,Shelter-in-place order,,,,,,"""Jackson, Clay, and Platte counties and Kansas City and Belton issued stay-at-home orders on March 22.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
162,4/14/2020 14:37:49,New York,03-22-2020,State-wide,,,Shelter-in-place order,,,,,,"""Cuomo announced the statewide stay-at-home order, also known as the NYS on Pause Program, with a mandate that all non-essential workers work from home beginning at 8pm on March 22, 2020. """,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_York_(state)#Government_response,,
163,4/13/2020 12:28:16,Tennessee,03-22-2020,Nashville and Davidson,,,Shelter-in-place order,,,,,,"""On March 22, Nashville's Metro Public Health Department issued a stay-at-home order effective for at least 14 days for Nashville and Davidson County.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Dakota,,
164,4/13/2020 11:57:39,Washington,03-22-2020,Edmonds and Yakima County,,,Shelter-in-place order,,,,,,"""The city of Edmonds also issued a stay-at-home order effective March 22 until further notice."" and ""Yakima County issued a stay-at-home order effective March 22 until further notice.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764,,
165,4/11/2020 10:39:17,Colorado,03-23-2020,"Denver, Boulder, and Pitkin",,,Shelter-in-place order,,,,,,"""On March 23, the cities of Denver and Boulder issued a stay-at-home order effective March 24 through April 10 at the earliest, and Pitkin County issued a stay-at-home order effective immediately.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#Arkansas,,
166,4/11/2020 10:56:06,Delaware,03-23-2020,State-wide,,,Shelter-in-place order,,,,,,"""On March 23, Governor John Carney has issued the stay-at-home order to stop the spread of COVID-19. All non-essential businesses have been ordered to close.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Delaware#Government_response,,
167,4/11/2020 11:32:09,Georgia,03-23-2020,State-wide,,,,Banned gatherings of a certain size,10.0,,,Some (cherry-picked) businesses closed,"""On March 23, gatherings of over 10 people were banned, bars and nightclubs were ordered to close, and a shelter-in-place order for the ""medically fragile"" was issued""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Georgia_(U.S._state)#Government_response,,
168,4/11/2020 12:15:35,Idaho,03-23-2020,State-wide,,,,,,Schools closed,,,"""On March 23, the Idaho State Board of Education directed all public school districts to start a “soft closure” of all classroom facilities immediately, to continue through April 20.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
169,4/11/2020 14:42:32,Kentucky,03-23-2020,State-wide,,,,,,,,Non-essential businesses closed,"""March 22 – Beshear announced the closure of all nonessential businesses in the state as of March 23.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
170,4/11/2020 14:49:12,Louisiana,03-23-2020,State-wide,,,Shelter-in-place order,,,,,,"""A statewide order was later issued effective March 23.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
171,4/11/2020 14:57:24,Maine,03-23-2020,Brunswick,,,Shelter-in-place order,,,,,,"""On March 23, Brunswick issued a shelter-in-place order effective for seven days.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
172,4/11/2020 15:04:19,Maryland,03-23-2020,State-wide,,,,,,,,Non-essential businesses closed,"""On March 23, Governor Larry Hogan ordered all non-essential businesses in the state to close effective at 5 p.m. Monday to prevent further spread of COVID-19.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
173,4/14/2020 10:26:12,Missouri,03-23-2020,St. Louis,,,Shelter-in-place order,,,,,,"""St. Louis and St. Louis County issued a stay-at-home order effective March 23 to April 22.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
174,4/14/2020 16:56:10,North Carolina,03-23-2020,State-wide,,,,Banned gatherings of a certain size,50.0,,,Some (cherry-picked) businesses closed,"""On March 23, Governor Cooper closed all K-12 public school statewide through May 15, bans mass gatherings over 50 people, and closes some businesses including: gyms, movie theaters, sweepstakes parlors, health clubs and other similar facilities.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,,
175,4/14/2020 17:33:22,Ohio,03-23-2020,State-wide,,,Shelter-in-place order,,,,,,"""On March 22 the Ohio Department of Health issued a stay at home order closing all non-essential businesses from March 23 at 11:59 PM until April 6.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,,
176,4/14/2020 18:52:58,Oregon,03-23-2020,State-wide,,,Shelter-in-place order,,,,,Non-essential businesses closed,"""After growing calls from local officials, Governor Brown issued a statewide stay-at-home order on March 23 effective immediately with class C misdemeanor charges for violators.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Oregon#Government_response,,
177,4/14/2020 18:42:53,Pennsylvania,03-23-2020,"Philadelphia, Allegheny, Bucks, Chester, Delaware, Monroe, and Montgomery",,,Shelter-in-place order,,,,,,"""Philadelphia imposed a stay-at-home order effective March 23. Allegheny County issued a stay-at-home order effective March 23 for two weeks. Governor Tom Wolf issued a stay-at-home order for Allegheny, Bucks, Chester, Delaware, Monroe, and Montgomery effective March 23 for two weeks.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,,
178,4/14/2020 18:06:51,South Carolina,03-23-2020,State-wide,,,,Banned gatherings of a certain size,3.0,,,,"""Governor McMaster holds a briefing in which he instructs law enforcement to disperse any public gathering of three or more people, with violations of this rule resulting in a misdemeanor.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Carolina#Government_response,,
179,4/13/2020 12:41:58,Texas,03-23-2020,"Dallas, Waco, Mclennan, Bell, Cameron, Hunt, Stephens, Forney, Lampasas, Verde, Denton, Kaufman, Brazos, Bryan, College, Station, Galveston, San Antonio, Fort Worth, El Paso, Travis, Williamson, Austin, Castro, Newton, Arlington, Edinburg, Woodcreek, Collin, Harris, Hidalgo, Rockwall",,,Shelter-in-place order,,,,,,See article.,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764,,
180,4/13/2020 12:10:08,Virginia,03-23-2020,State-wide,,,,,,Schools closed,,Some (cherry-picked) businesses closed,"""On March 23, Northam announced schools will be closed for the remainder of the academic year.""  and """"Barbershops, gyms, theaters, bowling alleys, and any other business that allows the group of more than ten people, will be banned.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764,,
181,4/13/2020 12:05:31,Washington,03-23-2020,State-wide,,,Shelter-in-place order,,,,,,"""Governor Inslee announced a statewide stay-at-home order on March 23, to last at least two weeks.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Washington_(state)#Government_response,,
182,4/13/2020 11:38:49,West Virginia,03-23-2020,State-wide,,,Shelter-in-place order,,,,,,"""On March 23, Governor Justice announced a stay-at-home order to be effective at 8 p.m. on the same day and ordered non-essential businesses to close immediately.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764,,
183,4/13/2020 11:25:13,Wisconsin,03-23-2020,Milwaukee,,,Shelter-in-place order,,,,,,"""On March 23, the City of Milwaukee issued a stay-at-home order effective that day""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764,,
184,4/10/2020 14:49:49,Alabama,03-24-2020,Birmingham,,,Shelter-in-place order,,,,,,"""On March 24, Birmingham issued a stay-at-home order (as a 24-hour curfew) effective March 24 to April 3.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Alabama,,
185,4/10/2020 16:23:05,Arkansas,03-24-2020,State-wide,,,,,,,,Some (cherry-picked) businesses closed,"""Smith announced that barber shops, beauty and nail salons, massage parlors, and tattoo shops would close beginning Tuesday, March 24"" ",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#Arkansas,,
186,4/11/2020 10:59:54,Florida,03-24-2020,Miami Beach and Alachua,,,Shelter-in-place order,,,,,,"""On March 23, Miami Beach issued a stay-at-home order effective March 24."" and ""Alachua County issued a stay-at-home order effective March 24 until further notice""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
187,4/11/2020 11:25:58,Florida,03-24-2020,State-wide,,Travel restrictions for out of state travelers,,,,,,,"""On March 27, DeSantis expanded a previous order requiring airline travelers from New York City to self-quarantine for fourteen days to include people who enter from Louisiana via Interstate 10."" and ""The recommendation follows an order that took effect Tuesday by Florida Gov. Ron DeSantis requiring anyone flying to Florida from New York, New Jersey or Connecticut to self-isolate for 14 days upon arrival.""",https://www.usatoday.com/story/travel/airline-news/2020/03/24/new-york-travelers-told-self-quarantine-coronavirus-covid-19/2913222001/ and https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Florida#Government_response,,
188,4/11/2020 11:41:45,Georgia,03-24-2020,"Atlanta, Blakely, Brookhaven, Carroll, Lowndes, Pickens, Rome, Sandy Springs, Tifton, and Savannah",,,Shelter-in-place order,,,,,,"""On March 23, Atlanta issued a stay-at-home order effective March 24 for 14 days."" and ""Rome issued a stay-at-home order effective March 24 through April 7."" and ""Tifton issued a shelter-in-place order effective March 24 through April 7."" and ""Savannah issued a shelter-in-place order effective March 24 through April 8."" and ""On March 24, Lowndes County issued a voluntary shelter-in-place order effective until April 6."" and ""Carroll County issued a shelter-in-place order effective until April 12 at the earliest"" and "" Sandy Springs issued a shelter-in-place order on March 24."" and ""Brookhaven issued a shelter-in-place order effective March 24 through April 15"" and "" Blakely issued a shelter-in-place order effective March 24 until further notice."" and  ""Pickens County issued a shelter-in-place order effective March 24 through April 7.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
189,4/11/2020 14:30:00,Kansas,03-24-2020,Douglas ,,,Shelter-in-place order,,,,,,"""Douglas County issued an order effective March 24 until April 23 at the earliest""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
190,4/14/2020 9:53:36,Massachusetts,03-24-2020,State-wide,,,Shelter-in-place order,Banned gatherings of a certain size,10.0,,,,"""On March 23, Governor Baker announced a stay-at-home advisory to be effective from March 24 until April 7. On March 31 the advisory which was extended to May 4.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Massachusetts#Government_response,,
191,4/14/2020 10:03:39,Michigan,03-24-2020,State-wide,,,Shelter-in-place order,,,,,,"""Effective March 24, Whitmer ordered all non-essential workers to stay at home, and all non-essential travel ceased.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
192,4/14/2020 10:17:31,Mississippi,03-24-2020,State-wide,,,,Banned gatherings of a certain size,10.0,,,,"""On March 24, Governor Reeves issued an executive order deeming most businesses as ""essential"" including restaurants, bars and other establishments including dining in but limiting to 10 persons. """,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Mississippi,,
193,4/14/2020 10:21:36,Mississippi,03-24-2020,Fulton,,,Shelter-in-place order,,,,,,"""March 23 – Fulton issued a shelter-in-place order effective from March 24 to April 5""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
194,4/14/2020 10:27:54,Missouri,03-24-2020,"St. Charles, Jefferson, St. Joseph, and Cass",,,Shelter-in-place order,,,,,,"""St. Charles County issued a stay-at-home order effective March 24."" and ""Jefferson County issued a stay-at-home order effective from March 24 through April 23."" and ""Cass County issued a stay-at-home order effective March 24 through April 24."" and ""St. Joseph issued a shelter-in-place order effective March 24 until April 2""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
195,4/14/2020 14:12:59,Nevada,03-24-2020,State-wide,,,,Banned gatherings of a certain size,10.0,,,,"""... ordered Nevadans to cease congregating in groups of ten or more in public spaces;"" ",https://nvhealthresponse.nv.gov/wp-content/uploads/2020/04/Directive-013-Release-Guidance-Directive.pdf,,
196,4/14/2020 14:28:06,New Mexico,03-24-2020,State-wide,,,Shelter-in-place order,,,,,,"""March 23: Governor Grisham announced a statewide stay-at-home order that requires 100% of non-essential business workforce to work from home effective March 24.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_Mexico,,
197,4/14/2020 17:38:59,Oklahoma,03-24-2020,State-wide,,,,"Suggested social distancing, Banned gatherings of a certain size",10.0,,,,"""Governor Kevin Stitt issued new executive orders that all vulnerable people were to stay at home until April 30 and there would be no visitors allowed to nursing homes or long-term care facilities. In addition, gatherings were limited to a maximum of ten people across the state as of midnight on March 24, 2020. """,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Oklahoma,,
198,4/14/2020 17:47:59,Oklahoma,03-24-2020,Norman,,,Shelter-in-place order,,,,,,"""Norman issues a stay-at-home order effective March 25 until April 14.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,,
199,4/14/2020 18:11:41,Rhode Island,03-24-2020,"Block Island, Aquidneck Island",,,Shelter-in-place order,,,,,,"“March 24 – New Shoreham issues a shelter-in-place order for Block Island effective March 24 through April 15.” and ""The three towns located on Aquidneck Island - Newport, Middletown, and Portsmouth - all implement shelter-in-place orders...""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,,
200,4/14/2020 18:37:37,Rhode Island,03-24-2020,Aquidneck Island,,Travel restrictions for out of state travelers,,,,,,,"""The three towns located on Aquidneck Island - Newport, Middletown, and Portsmouth - all ... require all out-of-state or seasonal residents to quarantine for 14 days upon their arrival."" ",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Rhode_Island,,
201,4/13/2020 12:28:59,Tennessee,03-24-2020,"Knoxville, Knox, Memphis, and Shelby",,,Shelter-in-place order,,,,,,"""On March 23, Knoxville and Knox County issued a stay-at-home order effective for at least 14 days beginning March 24."" and """"On March 24, Memphis issued a ""safer-at-home order"" effective through April 7, and surrounding Shelby County and the county's other municipalities issued a similar order the same day.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Dakota,,
202,4/13/2020 12:44:48,Texas,03-24-2020,"Collin, Galveston, Harris, San Antonio, Travis and Williamson",,,Shelter-in-place order,,,,,,"""Collin, Galveston, Harris,Travis and Williamson counties issued same measures on March 24."" and """"On March 23, the (San Antonio) city and county issued a shelter-in-place order effective March 24 through April 9.""""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Texas#Government_response,,
