,Timestamp,State,Effective Date,Coverage,State of Emergency Declaration,Travel Restrictions,Shelter-in-place Order,Gathering Limitations,Banning Gatherings of a Certain Size,K-12 School Closure,Bar and Dine-in Restaurant Closure,Non-essential Businesses Closure,Details (if any) ,Reference links,Unnamed: 0,Face Covering Requirements
91,4/11/2020 14:28:28,Kansas,03-16-2020,State-wide,,,,Banned gatherings of a certain size,50.0,,,,"""On March 16, Kelly also announced a ban on gatherings of 50 or more people.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
92,4/11/2020 14:40:26,Kentucky,03-16-2020,State-wide,,,,,,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),,"""March 16 – Beshear announced the closure of in-person service at bars and restaurants. Delivery, take-out, and drive-through service will still be available."" and ""5:43 p.m.: Gov. Andy Beshear recommended closing all schools across the state – public and private – to prevent the spread of COVID-19. He’s asking schools to close Monday Mar. 16, and stay closed for two weeks.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
93,4/11/2020 14:52:19,Louisiana,03-16-2020,State-wide,,,,Banned gatherings of a certain size,50.0,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),Some (cherry-picked) businesses closed,"""Governor John Bel Edwards closed schools statewide on March 16, 2020, restricted most businesses to takeout and delivery only, postponed presidential primaries, and placed limitations on large gatherings.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Louisiana#Government_response and https://gov.louisiana.gov/order/,,
94,4/11/2020 15:03:39,Maryland,03-16-2020,State-wide,,,,Banned gatherings of a certain size,50.0,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),,"""On March 16, Governor Hogan signed an executive order banning gatherings of over 50 people as recommended by the CDC."" and ""On March 12, Governor Hogan declared all Maryland public schools were to be closed from March 16 through April 24, "" and ""On March 16, Governor Hogan signed an executive order banning gatherings of over 50 people as recommended by the CDC. He also ordered all bars, restaurants, gyms, and movie theaters throughout the state to close to prevent further spreading of the coronavirus beginning at 5:00 p.m. the same day. """,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic and https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Maryland#Government_response,,
95,4/14/2020 10:02:20,Michigan,03-16-2020,State-wide,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),,"""On March 16, Whitmer ordered restaurants and bars to suspend on-site dining, allowing only take-out and delivery service.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
96,4/14/2020 10:44:34,Montana,03-16-2020,State-wide,,,,Suggested limiting of gatherings,,Schools closed,,,"""Mid-day March 15, Governor Bullock issued an executive order that closed all public schools in the state for two weeks beginning March 16 and lasting until March 27. In addition, the governor ordered the suspension of all nursing home visits with the exception of end-of-life situations. Governor Bullock also suggested, but did not ban, the gathering of all groups over 50 people.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Montana,,
97,4/14/2020 14:17:49,New Hampshire,03-16-2020,State-wide,,,,Banned gatherings of a certain size,50.0,,Bar and dine-in restaurant closed (except take-out and delivery),,"""... and on March 16, 2020 the closure of restaurants and bars except for takeout and delivery and a limit on gatherings of more than fifty people.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_Hampshire,,
98,4/14/2020 14:23:21,New Jersey,03-16-2020,State-wide,,,Night-time curfew,Banned gatherings of a certain size,50.0,,Bar and dine-in restaurant closed (except take-out and delivery),Some (cherry-picked) businesses closed,"""Gatherings of 50 or more people were prohibited, in line with federal guidelines. Governor Murphy suggested a statewide curfew of 8 p.m. All bars, casinos, gyms, movie theaters, and restaurants were closed indefinitely on the 16th at 8 p.m., though bars and restaurants were allowed to remain open for delivery or takeout only. """,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_Jersey#Government_response,,
99,4/14/2020 14:35:55,New York,03-16-2020,"New York City, Westchester, Suffolk, and Nassau",,,,,,Schools closed,,,"""On March 15, Cuomo announced that New York City schools would close the following day through April 20, and gave the city 24 hours to come up with a plan for child care and food."" and ""Public schools in Westchester, Suffolk, and Nassau would close on March 16 and stay closed for two weeks.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_York_(state)#Government_response,,
100,4/14/2020 17:31:19,Ohio,03-16-2020,State-wide,,,,Banned gatherings of a certain size,50.0,Schools closed,,Some (cherry-picked) businesses closed,"""... and the following day closed bowling alleys, fitness centers, gyms, movie theaters, public recreation centers, trampoline parks, and water parks, and banned gatherings of more than 50 people""  and ""On March 12, DeWine announced that all schools from K-12 would close for a 3-week break, starting March 16""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,,
101,4/14/2020 18:41:04,Pennsylvania,03-16-2020,State-wide,,,,,,,,Non-essential businesses closed,"""As of March 16, in Philadelphia only essential commercial establishments may remain open, including: grocery stores, pharmacies, daycare centers, hardware stores, gas stations, banks, post offices, laundromats, and veterinary clinics.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,,
102,4/14/2020 18:08:57,Rhode Island,03-16-2020,State-wide,,,,,,Schools closed,,,"""March 16, public schools are closed onward.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,,
103,4/13/2020 12:25:15,South Dakota,03-16-2020,State-wide,,,,,,Schools closed,,,"""School are closed beginning March 16.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Dakota,,
104,4/13/2020 12:18:40,Vermont,03-16-2020,State-wide,,,,Banned gatherings of a certain size,50.0,,,,"""On March 16, Governor Scott announced his emergency declaration would be amended to limit public gatherings to either 50 people or 50% occupancy.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764,,
105,4/13/2020 12:19:40,Vermont,03-16-2020,Burlington,,,,,,,,Non-essential businesses closed,"""All nonessential city services will also be suspended from Wednesday, March 18, through at least April 6.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764,,
106,4/13/2020 11:38:09,West Virginia,03-16-2020,State-wide,State of Emergency declared,,,,,,,,"""On March 16, Justice declared a state of emergency."" ",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764,,
107,4/13/2020 11:21:11,Wisconsin,03-16-2020,State-wide,,,,Banned gatherings of a certain size,60.0,,,,"""On March 16, Evers announced restrictions on the number of people that could be present at childcare facilities, limiting it to 10 staff and 50 children at the same time.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Wisconsin#Government_response,,
108,4/10/2020 15:20:35,Arizona,03-17-2020,Tucson and Phoenix,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),Non-essential businesses closed,"""Tucson mayor Regina Romero declared a local emergency on March 17,[18] ordering many businesses to close, limiting restaurants to drive-thru and takeout. The emergency proclamation was released on the afternoon of St. Patrick's Day, one of the busiest drinking days of the year. All bars, theaters, museums, gyms, bowling alleys and other recreation and entertainment businesses were under a mandatory shutdown as of 8 p.m. and remain closed through the end of March. Among the exceptions: grocery stores, pharmacies, food pantries, banks, or vendors located at universities, houses of worship, at care homes and the Tucson airport."" and ""Similar emergency declarations were announced by other city governments in the Phoenix area, led by mayor Kate Gallego of the city of Phoenix.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Arizona,,
109,4/10/2020 16:16:32,Arkansas,03-17-2020,State-wide,,,,,,Schools closed,,,"""On March 15, Hutchinson reported during a press conference that all public schools in the state would be closing starting on March 17.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#Arkansas,,
110,4/10/2020 16:28:19,California,03-17-2020,"Alameda, Contra Costa, Marin, San Francisco, San Mateo, and Santa Clara.",,,Shelter-in-place order,,,,,,"""On March 16, the health officers of Alameda, Contra Costa, Marin, San Francisco, San Mateo, and Santa Clara counties announced, with the City of Berkeley, a legal order directing their respective residents to shelter in place for three weeks beginning midnight March 17 ....""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California#Government_response,,
111,4/11/2020 11:22:22,Florida,03-17-2020,State-wide,,,,,,Schools closed,,Some (cherry-picked) businesses closed,"""On March 17, he ordered all bars and nightclubs to be closed for 30 days, extended school closures to April 15, and cancelled state-mandated school testing.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Florida#Government_response,,
112,4/11/2020 12:15:02,Idaho,03-17-2020,Blaine,,,Shelter-in-place order,,,,,,"""On March 17, Blaine County imposed a stay-at-home order effective until April 6.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
113,4/11/2020 12:17:42,Illinois,03-17-2020,State-wide,,,,,,Schools closed,,,"""All schools in Illinois will be closed for two weeks starting March 17.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
114,4/11/2020 14:38:17,Kansas,03-17-2020,"Jackson, Johnson, Kansas City",,,,Banned gatherings of a certain size,10.0,,Bar and dine-in restaurant closed (except take-out and delivery),,"""Johnson County, Kansas and the Unified Government of Wyandotte County, Kansas and Kansas City, Kansas, partnering with local governments in Missouri; Jackson County, Missouri and Kansas City, Missouri, announced a ban on gatherings of over 10 people, effective immediately, as well as the closing of all bars, restaurants, and theaters for 15 days effective March 17.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Kansas,,
115,4/11/2020 14:41:06,Kentucky,03-17-2020,State-wide,,,,,,,,Some (cherry-picked) businesses closed,"""March 17 – Beshear announced the closure of all public-facing businesses that do not provide a specific set of ""essential services"", effective at 5:00 pm on March 18. Among the businesses required to close were community centers, hair salons, spas, gyms, concert venues, and sports venues.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic and https://wfpl.org/live-coverage-coronavirus-in-the-louisville-area/,,
116,4/14/2020 9:52:55,Massachusetts,03-17-2020,State-wide,,,,Banned gatherings of a certain size,25.0,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),,"""On March 15, Governor Baker banned all public gatherings of over 25 people, closed all K–12 public schools from March 17 through April 7, and banned on-site service at bars and restaurants for the same period.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Massachusetts#Government_response,,
117,4/14/2020 10:01:34,Michigan,03-17-2020,State-wide,,,,Banned gatherings of a certain size,50.0,,,,"""Effective March 17, this threshold was reduced to 50 people.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
118,4/14/2020 10:11:57,Minnesota,03-17-2020,State-wide,,,,,,,,Non-essential businesses closed,"""Governor Tim Walz announces in Executive Order 20-04 that all non-essential businesses close until March 27, 2020, citing the first confirmed case of community spread, detected the previous day, as his cause for this action.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Minnesota#Government_response,,
119,4/14/2020 14:08:11,Nevada,03-17-2020,State-wide,,,,Suggested limiting of gatherings,,,,Non-essential businesses closed,"""On March 17, Governor Steve Sisolak ordered all non-essential businesses closed for 30 days.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-403 and https://nvhealthresponse.nv.gov/wp-content/uploads/2020/04/Directive-013-Release-Guidance-Directive.pdf,,
120,4/14/2020 14:36:48,New York,03-17-2020,New York City,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),,"""New York City Mayor de Blasio also announced that all schools, bars, and restaurants in the city were to be closed starting 9 a.m. on March 17, except for food takeout and delivery.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_York_(state)#Government_response,,
121,4/14/2020 16:53:29,North Carolina,03-17-2020,State-wide,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),,"""On March 17, Governor Cooper ordered all of the state's bars and restaurants to suspend dine-in service""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,,
