"","State","X","Timestamp","Effective.Date","Coverage","State.of.Emergency.Declaration","Travel.Restrictions","Shelter.in.place.Order","Gathering.Limitations","Banning.Gatherings.of.a.Certain.Size","K.12.School.Closure","Bar.and.Dine.in.Restaurant.Closure","Non.essential.Businesses.Closure","Details..if.any.","Reference.links","Unnamed..0","Face.Covering.Requirements","state_pop_2019","population_reference","population_reference_URL"
"345","South Carolina",243,"4/14/2020 17:59:59","03-27-2020","Williamsburg","","","Shelter-in-place order","",NA,"","","","""Williamsburg County issued a stay-at-home order effective March 27 for 14 days.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina",NA,"",5148714,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"346","South Dakota",103,"4/13/2020 12:25:15","03-16-2020","State-wide","","","","",NA,"Schools closed","","","""School are closed beginning March 16.""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Dakota",NA,"",884659,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"347","South Dakota",61,"4/13/2020 12:24:53","03-13-2020","State-wide","State of Emergency declared","","","",NA,"","","","""March 13, Governor Noem declared a state of emergency""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Dakota",NA,"",884659,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"348","Tennessee",83,"4/13/2020 12:26:01","03-15-2020","Davidson","","","","",NA,"","","Some (cherry-picked) businesses closed","""On March 15, the mayor of Nashville imposed restrictions on restaurants and closed bars in Davidson County.""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Dakota",NA,"",6829174,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"349","Tennessee",269,"4/13/2020 12:30:45","03-30-2020","State-wide","","","","",NA,"","","Non-essential businesses closed","""On March 30, Governor Bill Lee issued a two-week safer at home order for the entire state, which covers the closure of all nonessential businesses and will go into effect at 11:59 p.m. the following day.""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Dakota",NA,"",6829174,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"350","Tennessee",149,"4/13/2020 12:27:17","03-20-2020","Knoxville","","","","",NA,"","Bar and dine-in restaurant closed (except take-out and delivery)","Some (cherry-picked) businesses closed","""On March 20, the mayor of Knoxville issued an executive order closing bars, gyms, and commercial event venues and restricting restaurants to delivery and take-out service.""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Dakota",NA,"",6829174,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"351","Tennessee",201,"4/13/2020 12:28:59","03-24-2020","Knoxville, Knox, Memphis, and Shelby","","","Shelter-in-place order","",NA,"","","","""On March 23, Knoxville and Knox County issued a stay-at-home order effective for at least 14 days beginning March 24."" and """"On March 24, Memphis issued a ""safer-at-home order"" effective through April 7, and surrounding Shelby County and the county's other municipalities issued a similar order the same day.""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Dakota",NA,"",6829174,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"352","Tennessee",143,"4/13/2020 12:26:31","03-19-2020","Chattanooga","","","","",NA,"","","Some (cherry-picked) businesses closed","""On March 19, the mayor of Chattanooga issued an executive order closings gyms and prohibiting dine-in service for restaurants and bars indefinitely.""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Dakota",NA,"",6829174,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"353","Tennessee",221,"4/13/2020 12:30:20","03-25-2020","Franklin","","","Shelter-in-place order","",NA,"","","","""On March 24, Franklin issued a stay-at-home order effective March 25 for seven days.""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Dakota",NA,"",6829174,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"354","Tennessee",163,"4/13/2020 12:28:16","03-22-2020","Nashville and Davidson","","","Shelter-in-place order","",NA,"","","","""On March 22, Nashville's Metro Public Health Department issued a stay-at-home order effective for at least 14 days for Nashville and Davidson County.""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Dakota",NA,"",6829174,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"355","Tennessee",89,"5/18/2020 14:17:59","04-30-2020","State-wide","","","Shelter-in-place order lifted","",NA,"","Bar and dine-in restaurant open with extra requirements","Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements","","https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html",89,"",6829174,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"356","Tennessee",295,"4/13/2020 12:32:06","04-02-2020","State-wide","","","Shelter-in-place order","",NA,"","","","""On April 2, Governor Lee issued a statewide stay-at-home order effective through April 14.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764",NA,"",6829174,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"357","Texas",144,"4/13/2020 12:46:23","03-19-2020","State-wide","","","","",NA,"Schools closed","","","""On March 19, Governor Abbott issued an executive order that closed schools statewide until at least April 3."" and ""On March 31, the Governor announced that schools in the state will continue to stay closed until May 4.""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Texas#Government_response",NA,"",28995881,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"358","Texas",179,"4/13/2020 12:41:58","03-23-2020","Dallas, Waco, Mclennan, Bell, Cameron, Hunt, Stephens, Forney, Lampasas, Verde, Denton, Kaufman, Brazos, Bryan, College, Station, Galveston, San Antonio, Fort Worth, El Paso, Travis, Williamson, Austin, Castro, Newton, Arlington, Edinburg, Woodcreek, Collin, Harris, Hidalgo, Rockwall","","","Shelter-in-place order","",NA,"","","","See article.","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764",NA,"",28995881,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"359","Texas",62,"4/13/2020 12:34:31","03-13-2020","State-wide","State of Emergency declared","","","",NA,"","","","""On March 13, Texas Governor Greg Abbott declared a statewide disaster for all counties in the state.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764",NA,"",28995881,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"360","Texas",91,"5/15/2020 0:33:38","05-01-2020","State-wide","","Travel restrictions for out of state travelers lifted","","",NA,"","Bar and dine-in restaurant open with extra requirements","Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements","""Beginning May 1, the mandatory 14-day quarantine period is no longer required for travelers from Louisiana. It remains in place for travelers from California, Connecticut, New York, New Jersey and Washington state, as well as the cities of Atlanta, Chicago, Detroit and Miami."" and """"All retail stores, restaurants, movie theaters and malls were allowed to reopen May 1, with limited capacity.""""","https://www.npr.org/847415273 and https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html",91,"",28995881,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"361","Texas",270,"4/13/2020 12:43:52","03-30-2020","State-wide","","","Shelter-in-place order","",NA,"","","","""On March 30, Governor Abbott issued an executive order that ordered everyone in the state of Texas to stay home except for essential activities. However, he refused to label the order as a stay-home-order, arguing that such labels leave the wrong impression.""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Texas#Government_response",NA,"",28995881,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"362","Texas",90,"5/15/2020 0:32:04","05-01-2020","State-wide","","","","",NA,"","","Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements","""The state will be in its first phase of reopening from May 1 until at least May 18. Certain businesses and services may resume operations if they limit capacity and follow strict protocols.""","https://www.npr.org/847415273",90,"",28995881,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"363","Texas",202,"4/13/2020 12:44:48","03-24-2020","Collin, Galveston, Harris, San Antonio, Travis and Williamson","","","Shelter-in-place order","",NA,"","","","""Collin, Galveston, Harris,Travis and Williamson counties issued same measures on March 24."" and """"On March 23, the (San Antonio) city and county issued a shelter-in-place order effective March 24 through April 9.""""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Texas#Government_response",NA,"",28995881,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
