"","State","X","Timestamp","Effective.Date","Coverage","State.of.Emergency.Declaration","Travel.Restrictions","Shelter.in.place.Order","Gathering.Limitations","Banning.Gatherings.of.a.Certain.Size","K.12.School.Closure","Bar.and.Dine.in.Restaurant.Closure","Non.essential.Businesses.Closure","Details..if.any.","Reference.links","Unnamed..0","Face.Covering.Requirements","state_pop_2019","population_reference","population_reference_URL"
"189","Missouri",239,"4/14/2020 10:31:27","03-27-2020","Caldwell","","","Shelter-in-place order","",NA,"","","","""Caldwell County issued a stay-at-home order effective March 27 until further notice""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",6137428,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"190","Missouri",49,"5/23/2020 8:56:58","05-03-2020","State-wide","","","Shelter-in-place order lifted","",NA,"","","Non-essential businesses allowed to operate possibly with extra requirements","""Stay-at-home order expired on May 3."" and """"Gov. Mike Parson, a Republican, said he would reopen the economy starting May 4. Under the new order, all businesses, including large venues, concerts and movie theaters, are allowed to operate, as long as seating is spaced out to enforce social distancing.""","https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html",49,"",6137428,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"191","Missouri",299,"4/14/2020 10:40:29","04-04-2020","Vernon and Scott","","","Shelter-in-place order","",NA,"","","","""Vernon County issued a stay-at-home order effective April 4 until April 25."" and ""Scott County issued a stay-at-home order effective April 4 until further notice.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",6137428,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"192","Missouri",256,"4/14/2020 10:32:56","03-29-2020","Lincoln ","","","Shelter-in-place order","",NA,"","","","""Lincoln County issued a stay-at-home order effective March 29 until April 6""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",6137428,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"193","Missouri",296,"4/14/2020 10:39:28","04-03-2020","St. Francois, Linn, and Osage","","","Shelter-in-place order","",NA,"","","","""On March 30, St. Francois County issued a stay-at-home order effective April 3."" and ""On April 1, Linn County issued a stay-at-home order effective April 3 to 24."" and ""Earlier, Osage County issued a stay-at-home order effective April 3 until May 1.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",6137428,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"194","Missouri",140,"4/14/2020 10:42:51","03-19-2020","State-wide","","","","",NA,"Schools closed","","","""The Missouri Department of Elementary and Secondary Education announced that by 1:30 p.m. CDT on March 19, all 555 school districts in Missouri reported some form of district-wide school closures.""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Missouri",NA,"",6137428,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"195","Missouri",228,"4/14/2020 10:30:43","03-26-2020","Webster, Christian, Perry, Clinton, and Hannibal ","","","Shelter-in-place order","",NA,"","","","""On March 25, Webster County issued a stay-at-home order effective March 26 until April 24"" and ""Christian County issued a stay-at-home order effective March 26 for 30 days."" and ""Perry County issued a stay-at-home order effective March 26 until April 24."" and ""On March 26, Hannibal issued a shelter-in-place order."" and ""Clinton County issued a stay-at-home order effective until further notice""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",6137428,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"196","Missouri",264,"4/14/2020 10:34:17","03-30-2020","Bates, Chariton, and Harrison","","","Shelter-in-place order","",NA,"","",""," ""Bates County issued a stay-at-home order effective March 30 through April 24."" and ""On March 28, Chariton County issued a stay-at-home order effective March 30 until April 24 at the earliest."" and ""Harrison County issued a shelter-in-place (stay-at-home) order effective March 30 until further notice""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",6137428,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"197","Missouri",302,"4/14/2020 10:41:36","04-06-2020","State-wide","","","Shelter-in-place order","",NA,"","","","""On April 3, Governor Parson issued a statewide stay-at-home order effective April 6 through April 24.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",6137428,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"198","Missouri",286,"4/14/2020 10:36:51","04-01-2020","Maryville, Crawford, Johnson, and Dade","","","Shelter-in-place order","",NA,"","","","""On March 29, Maryville issued a shelter-in-place order effective April 1 through April 14 at the earliest."" and ""On March 31, Crawford County issued a shelter-in-place order effective April 1 through April 30."" and ""Johnson County issued a stay-at-home order effective April 1 through April 30."" and ""Dade County issued a stay-at-home order effective April 1 through April 24.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",6137428,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"199","Missouri",278,"4/14/2020 10:35:10","03-31-2020","Gascondale and Lafayette","","","Shelter-in-place order","",NA,"","","","""Gasconade County issued a stay-at-home order effective March 31 until April 16."" and ""Lafayette County issued a stay-at-home order effective March 31 through April 30.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",6137428,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"200","Missouri",53,"4/14/2020 10:24:24","03-13-2020","State-wide","State of Emergency declared","","","",NA,"","","","""On March 13, Governor Mike Parson declared a state of emergency for Missouri, following the third and fourth cases of the disease manifesting in the state. ""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",6137428,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"201","Missouri",293,"4/14/2020 10:38:12","04-02-2020","Stoddard and Pulaksi","","","Shelter-in-place order","",NA,"","","","""On April 2, Pulaski County issued a stay-at-home order effective April 2 through April 30."" and ""Stoddard County issued a stay-at-home order effective April 2 until further notice.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",6137428,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"202","Missouri",301,"4/14/2020 10:41:12","04-05-2020","Pike","","","Shelter-in-place order","",NA,"","","","""Pike County issued a stay-at-home order effective April 5 through April 30""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",6137428,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"203","Missouri",214,"4/14/2020 10:29:22","03-25-2020","Columbia, Boone, Randolph, and Ray","","","Shelter-in-place order","",NA,"","","","""On March 24, Columbia and surrounding Boone County issued a stay-at-home order effective March 25 through April 24"" and ""Randolph County issued a stay-at-home order effective March 25 until April 24"" and ""Ray County issued a stay-at-home order effective March 25 through April 24""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",6137428,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"204","Missouri",249,"4/14/2020 10:32:22","03-28-2020","Cole and West Plains","","","Shelter-in-place order","",NA,"","","","""On March 27, Cole County issued a stay-at-home order effective March 28 until April 11."" and ""West Plains issued a stay-at-home order effective March 28 through April 15.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",6137428,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"205","Missouri",194,"4/14/2020 10:27:54","03-24-2020","St. Charles, Jefferson, St. Joseph, and Cass","","","Shelter-in-place order","",NA,"","","","""St. Charles County issued a stay-at-home order effective March 24."" and ""Jefferson County issued a stay-at-home order effective from March 24 through April 23."" and ""Cass County issued a stay-at-home order effective March 24 through April 24."" and ""St. Joseph issued a shelter-in-place order effective March 24 until April 2""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",6137428,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"206","Missouri",173,"4/14/2020 10:26:12","03-23-2020","St. Louis","","","Shelter-in-place order","",NA,"","","","""St. Louis and St. Louis County issued a stay-at-home order effective March 23 to April 22.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",6137428,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"207","Montana",50,"5/23/2020 8:55:29","04-27-2020","State-wide","","","","",NA,"","","Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements","""Gov. Steve Bullock, a Democrat, allowed reopening in phases, beginning with houses of worship on April 26, retail stores on April 27 and restaurants and bars on May 4.""","https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html",50,"",1068778,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"208","Montana",250,"4/14/2020 10:46:10","03-28-2020","State-wide","","","Shelter-in-place order","",NA,"","","","""Governor Bullock signed a pair of executive orders on March 26 enforcing a stay-at-home order for all Montana residents beginning at midnight on March 28 and ending on April 10. The executive order also forced all non-essential businesses to fully close.""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Montana",NA,"",1068778,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"209","Montana",148,"4/14/2020 10:45:24","03-20-2020","State-wide","","","","",NA,"","Bar and dine-in restaurant closed (except take-out and delivery)","Some (cherry-picked) businesses closed","""On March 20, Governor Bullock announced measures that would close all sit-down and dine-in food services, all alcoholic beverage businesses, casinos, and other businesses that serve groups of people at one time. The closure began at 8:00 p.m. that same day and last until midnight on March 28""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Montana",NA,"",1068778,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"210","Montana",35,"4/14/2020 10:43:50","03-12-2020","State-wide","State of Emergency declared","","","",NA,"","","","""On March 12, Governor Steve Bullock declared a state of emergency in Montana.""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Montana",NA,"",1068778,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"211","Montana",51,"5/23/2020 8:56:01","05-04-2020","State-wide","","","","",NA,"","Bar and dine-in restaurant open with extra requirements","Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements","""Gov. Steve Bullock, a Democrat, allowed reopening in phases, beginning with houses of worship on April 26, retail stores on April 27 and restaurants and bars on May 4.""","https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html",51,"",1068778,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"212","Montana",96,"4/14/2020 10:44:34","03-16-2020","State-wide","","","","Suggested limiting of gatherings",NA,"Schools closed","","","""Mid-day March 15, Governor Bullock issued an executive order that closed all public schools in the state for two weeks beginning March 16 and lasting until March 27. In addition, the governor ordered the suspension of all nursing home visits with the exception of end-of-life situations. Governor Bullock also suggested, but did not ban, the gathering of all groups over 50 people.""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Montana",NA,"",1068778,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"213","Nebraska",53,"5/23/2020 8:52:27","05-13-2020","Selected counties","","","","",NA,"","Bar and dine-in restaurant open with extra requirements","Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements","""Ricketts said on May 13, restrictions will be loosened in Burt, Madison, Cuming, and Stanton counties.""","https://www.1011now.com/content/news/Restrictions-being-loosened-in-multiple-counties-in-Nebraska-570378031.html",53,"",1934408,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"214","Nebraska",287,"4/14/2020 14:01:51","04-01-2020","Antelope, Arthur, Boyd, Brown, Cherry, Holt, Hooker, Keya Paha, Knox, Lincoln, Logan, McPherson, Pierce, Rock, and Thomas","","","","Banned gatherings of a certain size",10,"Schools closed","Bar and dine-in restaurant closed (except take-out and delivery)","","""On April 1, Governor Ricketts announced the State's eighth COVID-19 related Directed Health Measure (DHM) that included Antelope, Arthur, Boyd, Brown, Cherry, Holt, Hooker, Keya Paha, Knox, Lincoln, Logan, McPherson, Pierce, Rock, and Thomas counties.""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Nebraska",NA,"",1934408,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"215","Nebraska",257,"4/14/2020 13:59:44","03-29-2020","Burt, Cuming, Madison, and Stanton","","","","Banned gatherings of a certain size",10,"Schools closed","Bar and dine-in restaurant closed (except take-out and delivery)","","""On March 29, Governor Ricketts issued the state's fourth COVID-19 related Directed Health Measure (DHM) that included Burt, Cuming, Madison, and Stanton counties.""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Nebraska",NA,"",1934408,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"216","Nebraska",297,"4/14/2020 14:02:21","04-03-2020","State-wide","","","","Banned gatherings of a certain size",10,"Schools closed","Bar and dine-in restaurant closed (except take-out and delivery)","","""On April 3, State Directed Health Measures (DHMs) were issued to cover all 93 counties in the state until May 11""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Nebraska",NA,"",1934408,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"217","Nebraska",54,"4/14/2020 13:46:43","03-13-2020","State-wide","State of Emergency declared","","","",NA,"","","","""March 13 – State of Emergency""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",1934408,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"218","Nebraska",265,"4/14/2020 14:00:15","03-30-2020","Banner, Box Butte, Cheyenne, Dawes, Deuel, Garden, Grant, Kimball, Morrill, Scotts Bluff, Sheridan, and Sioux ","","","","Banned gatherings of a certain size",10,"Schools closed","Bar and dine-in restaurant closed (except take-out and delivery)","","""On March 30, Governor Ricketts announced the state's fifth COVID-19 related Directed Health Measure (DHM) that included Banner, Box Butte, Cheyenne, Dawes, Deuel, Garden, Grant, Kimball, Morrill, Scotts Bluff, Sheridan, and Sioux counties.""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Nebraska",NA,"",1934408,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"219","Nebraska",141,"4/14/2020 13:52:17","03-19-2020","Cass, Douglas, and Sarpy","","","","Banned gatherings of a certain size",10,"Schools closed","Bar and dine-in restaurant closed (except take-out and delivery)","","""Today, Governor Pete Ricketts announced the State’s first Directed Health Measure (DHM) for coronavirus disease 2019 (COVID-19). The DHM imposes an enforceable limit on public gatherings. The measure comes after the Douglas County Public Health Department confirmed its second case of community transmission of COVID19"" and ""Among other steps, the DHM requires restaurants and bars in these areas to close their dining areas immediately and move to takeout service, delivery, and/or curbside service only until further notice. Additionally, schools in these areas are directed to operate without students in their buildings. This restriction does not apply to school staff working in school buildings.""","https://governor.nebraska.gov/sites/governor.nebraska.gov/files/doc/press/Governor%20Press%20Release%203-19%20-%20SPANISH.pdf",NA,"",1934408,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"220","Nebraska",215,"4/14/2020 13:54:31","03-25-2020","Dodge, Lancaster, Saunders, and Washington","","","","Banned gatherings of a certain size",10,"Schools closed","Bar and dine-in restaurant closed (except take-out and delivery)","","""The second DHM, issued on March 25th, applies to Dodge, Lancaster, Saunders, and Washington counties and is in effect until at least May 6th.""","http://dhhs.ne.gov/Pages/Gov-Ricketts-Announces-Butler-Hall-Hamilton-Merrick-Polk-Seward-York-Counties-Now-Included-in-States-DHM.aspx/",NA,"",1934408,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"221","Nebraska",279,"4/14/2020 14:01:15","03-31-2020","Adams, Buffalo, Clay, Dawson, Franklin, Gosper, Harlan, Kearney, Nuckolls, Phelps, and Webster","","","","Banned gatherings of a certain size",10,"Schools closed","Bar and dine-in restaurant closed (except take-out and delivery)","","""On March 31, Governor Ricketts issued the State's sixth and seventh COVID-19 related Directed Health Measures (DHMs) that included Adams, Buffalo, Clay, Dawson, Franklin, Gosper, Harlan, Kearney, Nuckolls, Phelps, and Webster counties.""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Nebraska",NA,"",1934408,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"222","Nebraska",307,"4/14/2020 13:59:05","04-28-2020","Butler, Hall, Hamilton, Merrick, Polk, Seward, and York","","","","Banned gatherings of a certain size",10,"Schools closed","Bar and dine-in restaurant closed (except take-out and delivery)","","""On March 28, Governor Ricketts announced the state's third COVID-19 related Directed Health Measure (DHM) that included Butler, Hall, Hamilton, Merrick, Polk, Seward, and York counties.""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Nebraska",NA,"",1934408,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"223","Nebraska",52,"5/23/2020 8:51:26","05-04-2020","Selected counties","","","","",NA,"","Bar and dine-in restaurant open with extra requirements","Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements","""Gov. Pete Ricketts, a Republican, announced a plan to reopen restaurants and salons in certain regions starting May 4.""","https://www.1011now.com/content/news/Restrictions-being-loosened-in-multiple-counties-in-Nebraska-570378031.html",52,"",1934408,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"224","Nebraska",54,"5/23/2020 8:53:00","05-18-2020","Selected counties","","","","",NA,"","Bar and dine-in restaurant open with extra requirements","Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements","""On May 18, restrictions will be loosened in Fillmore, Gage, Jefferson, Saline, Thayer, Adams, Clay, Nuckolls, Webster, Buffalo, Dawson, Franklin, Gosper, Harlan, Kearney ad Phelps counties.""","https://www.1011now.com/content/news/Restrictions-being-loosened-in-multiple-counties-in-Nebraska-570378031.html",54,"",1934408,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"225","Nevada",56,"5/23/2020 8:45:38","05-09-2020","State-wide","","","Shelter-in-place order lifted","Banned gatherings of a certain size",10,"","Bar and dine-in restaurant open with extra requirements","Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements","""The state entered Phase 1 of reopening on May 9, allowing some businesses to reopen with strict social distancing requirements. Individuals are encouraged to stay home except for essential activities, and gatherings larger than 10 people remain prohibited. Vulnerable populations should continue to shelter in place.""","https://www.npr.org/2020/05/01/847416108/west-coronavirus-related-restrictions-by-state#nevada and https://nvhealthresponse.nv.gov/wp-content/uploads/2020/05/Declaration-of-Emergency-Directive-018.Phase-1-Reopening.5-7-20-1.pdf",56,"Face covering requirements for some workers",3080156,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"226","Nevada",36,"4/14/2020 14:06:31","03-12-2020","State-wide","State of Emergency declared","","","",NA,"","","","""Governor Steve Sisolak declared a State of Emergency on March 12 to help move emergency resources ...""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",3080156,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"227","Nevada",119,"4/14/2020 14:08:11","03-17-2020","State-wide","","","","Suggested limiting of gatherings",NA,"","","Non-essential businesses closed","""On March 17, Governor Steve Sisolak ordered all non-essential businesses closed for 30 days.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-403 and https://nvhealthresponse.nv.gov/wp-content/uploads/2020/04/Directive-013-Release-Guidance-Directive.pdf",NA,"",3080156,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"228","Nevada",55,"5/23/2020 8:44:53","05-01-2020","State-wide","","","","",NA,"","","Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements","""Gov. Steve Sisolak announced that the majority of stay-at-home measures would extend until May 15, with certain restrictions being lifted starting on May 1.""","https://www.npr.org/2020/05/01/847416108/west-coronavirus-related-restrictions-by-state#nevada",55,"",3080156,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"229","Nevada",195,"4/14/2020 14:12:59","03-24-2020","State-wide","","","","Banned gatherings of a certain size",10,"","","","""... ordered Nevadans to cease congregating in groups of ten or more in public spaces;"" ","https://nvhealthresponse.nv.gov/wp-content/uploads/2020/04/Directive-013-Release-Guidance-Directive.pdf",NA,"",3080156,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"230","Nevada",77,"4/14/2020 14:07:06","03-15-2020","State-wide","","","","",NA,"Schools closed","","","""... on March 15, Sisolak announces that all schools in the area will be closed until the minimum of April 6.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",3080156,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"231","New Hampshire",97,"4/14/2020 14:17:49","03-16-2020","State-wide","","","","Banned gatherings of a certain size",50,"","Bar and dine-in restaurant closed (except take-out and delivery)","","""... and on March 16, 2020 the closure of restaurants and bars except for takeout and delivery and a limit on gatherings of more than fifty people.""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_Hampshire",NA,"",1359711,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"232","New Hampshire",59,"5/23/2020 8:43:38","05-18-2020","State-wide","","","","",NA,"","Bar and dine-in restaurant open with extra requirements","Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements","""Restaurants may choose to start offering outdoor seating beginning May 18. They must comply with specific health and safety guidelines.""","https://www.npr.org/2020/05/01/847331283/northeast-coronavirus-related-restrictions-by-state#new-jersey",59,"",1359711,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
