country_id,country_name,date,coverage,State of Emergency Declaration,Travel Restrictions,Shelter-in-place Order,Gathering Limitations,Banning Gatherings of a Certain Size,K-12 School Closure,Bar and Dine-in Restaurant Closure,Non-essential Businesses Closure,Public information campaigns,Close public transport,Fiscal measures (USD),Monetary measures (%),Emergency investment in health care (USD),Investment in Vaccines (USD),Testing framework,Contact tracing
DNK,Denmark,03-12-2020,General,,,,,,,,,Has public information campaign,,,,,,,
DNK,Denmark,03-03-2020,Targeted,,,Recommend movement restriction,,,,,,,,,,,,,
DNK,Denmark,03-03-2020,,,Quarantine on high-risk regions,,,,,,,,,,,,,,
DNK,Denmark,03-11-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
DNK,Denmark,03-26-2020,,,,,,,,,,,42066226711.27,,,,,,
DNK,Denmark,01-01-2020,,,,,,,,,,,-0.75,,,,,,
DNK,Denmark,03-19-2020,,,,,,,,,,,-0.6,,,,,,
DOM,Dominican Republic,03-09-2020,General,,,,,,Recommend Closing,,,,,,,,,,
DOM,Dominican Republic,03-19-2020,General,,,,,,,,Recommend Closing Workspaces,,,,,,,,
DOM,Dominican Republic,03-18-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
DOM,Dominican Republic,03-28-2020,Targeted,,,,,,,,,,Required Closing Public Transport,,,,,,
DOM,Dominican Republic,03-02-2020,General,,,,,,,,,Has public information campaign,,,,,,,
DOM,Dominican Republic,03-20-2020,General,,,Restrict movement,,,,,,,,,,,,,
DOM,Dominican Republic,03-16-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
DOM,Dominican Republic,03-17-2020,,,,,,,,,,,1.0,,,,,,
DOM,Dominican Republic,01-01-2020,,,,,,,,,,,4.5,,,,,,
DZA,Algeria,03-12-2020,General,,,,,,Required Closing,,,,,,,,,,
DZA,Algeria,03-12-2020,,,Screening,,,,,,,,,,,,,,
DZA,Algeria,03-22-2020,Targeted,,,,,,,,Required Closing Workspaces,,,,,,,,
DZA,Algeria,03-22-2020,Targeted,,,,,,,,,,Required Closing Public Transport,,,,,,
DZA,Algeria,03-18-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
DZA,Algeria,03-23-2020,Targeted,,,Restrict movement,,,,,,,,,,,,,
DZA,Algeria,03-20-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
DZA,Algeria,01-01-2020,,,,,,,,,,,3.75,,,,,,
ECU,Ecuador,03-13-2020,General,,,,,,Required Closing,,,,,,,,,,
ECU,Ecuador,03-13-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
ECU,Ecuador,03-17-2020,General,,,,,,,,Required Closing Workspaces,,,,,,,,
ECU,Ecuador,03-17-2020,General,,,,,,,,,,Required Closing Public Transport,,,,,,
ECU,Ecuador,03-17-2020,General,,,Restrict movement,,,,,,,,,,,,,
ECU,Ecuador,01-26-2020,General,,,,,,,,,Has public information campaign,,,,,,,
ECU,Ecuador,03-02-2020,,,Screening,,,,,,,,,,,,,,
ECU,Ecuador,03-15-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
ECU,Ecuador,03-19-2020,,,,,,,,,,,50114000.0,,,,,,
EGY,Egypt,03-19-2020,General,,,,,,Required Closing,,,,,,,,,,
EGY,Egypt,03-19-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
EGY,Egypt,03-19-2020,General,,,,,,,,,,Required Closing Public Transport,,,,,,
EGY,Egypt,03-19-2020,General,,,Restrict movement,,,,,,,,,,,,,
EGY,Egypt,03-19-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
EGY,Egypt,03-16-2020,Targeted,,,,,,,,Required Closing Workspaces,,,,,,,,
EGY,Egypt,04-09-2020,General,,,,,,,,Required Closing Workspaces,,,,,,,,
EGY,Egypt,03-24-2020,General,,,,,,,,,Has public information campaign,,,,,,,
EGY,Egypt,03-21-2020,,,,,,,,,,,1269384280.0,,,,,,
EGY,Egypt,01-01-2020,,,,,,,,,,,12.25,,,,,,
ESP,Spain,03-09-2020,Targeted,,,,,,Required Closing,,,,,,,,,,
ESP,Spain,03-09-2020,Targeted,,,,,,,,Recommend Closing Workspaces,,,,,,,,
ESP,Spain,03-09-2020,General,,,Recommend movement restriction,,,,,,,,,,,,,
ESP,Spain,03-16-2020,General,,,,,,Required Closing,,,,,,,,,,
ESP,Spain,03-14-2020,Targeted,,,,,,,,Required Closing Workspaces,,,,,,,,
ESP,Spain,03-14-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
ESP,Spain,03-14-2020,General,,,Restrict movement,,,,,,,,,,,,,
ESP,Spain,04-03-2020,General,,,,,,,,Required Closing Workspaces,,,,,,,,
ESP,Spain,03-10-2020,Targeted,,,,Required Cancelling Public Events,,,,,,,,,,,,
ESP,Spain,03-10-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
ESP,Spain,03-15-2020,General,,,,,,,,,,Recommend Closing Public Transport,,,,,,
ESP,Spain,01-31-2020,General,,,,,,,,,Has public information campaign,,,,,,,
ESP,Spain,03-12-2020,,,,,,,,,,,15999493380.0,,,,,,
ESP,Spain,03-17-2020,,,,,,,,,,,238509566500.0,,,,,,
EST,Estonia,03-06-2020,Targeted,,,,,,Required Closing,,,,,,,,,,
EST,Estonia,03-12-2020,General,,,,,,Required Closing,,,,,,,,,,
EST,Estonia,03-25-2020,General,,,,,,,,Required Closing Workspaces,,,,,,,,
EST,Estonia,03-25-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
EST,Estonia,03-25-2020,General,,,,,,,,,Has public information campaign,,,,,,,
EST,Estonia,03-25-2020,General,,,Recommend movement restriction,,,,,,,,,,,,,
EST,Estonia,03-25-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
EST,Estonia,03-25-2020,,,,,,,,,,,2160000000.0,,,,,,
EST,Estonia,03-26-2020,Targeted,,,Restrict movement,,,,,,,,,,,,,
FIN,Finland,03-18-2020,General,,,,,,Required Closing,,,,,,,,,,
FIN,Finland,03-18-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
FIN,Finland,03-18-2020,,,Quarantine on high-risk regions,,,,,,,,,,,,,,
FIN,Finland,03-12-2020,General,,,,,,,,Recommend Closing Workspaces,,,,,,,,
FIN,Finland,03-12-2020,General,,,,Recommend Cancelling Public Events,,,,,,,,,,,,
FIN,Finland,03-16-2020,General,,,,,,,,Required Closing Workspaces,,,,,,,,
FIN,Finland,03-16-2020,General,,,Recommend movement restriction,,,,,,,,,,,,,
FIN,Finland,03-20-2020,General,,,,,,,,,,Recommend Closing Public Transport,,,,,,
FIN,Finland,03-04-2020,General,,,,,,,,,Has public information campaign,,,,,,,
FIN,Finland,03-28-2020,Targeted,,,Restrict movement,,,,,,,,,,,,,
FIN,Finland,03-19-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
FIN,Finland,03-19-2020,,,,,,,,,,,536507.0,,,,,,
FRA,France,03-03-2020,General,,,,,,Recommend Closing,,,,,,,,,,
FRA,France,03-16-2020,General,,,,,,Required Closing,,,,,,,,,,
FRA,France,03-16-2020,Targeted,,,,,,,,,,Required Closing Public Transport,,,,,,
FRA,France,03-17-2020,General,,,,,,,,Required Closing Workspaces,,,,,,,,
FRA,France,03-17-2020,General,,,Restrict movement,,,,,,,,,,,,,
FRA,France,02-29-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
FRA,France,01-24-2020,Targeted,,,,,,,,,Has public information campaign,,,,,,,
FRA,France,02-25-2020,General,,,,,,,,,Has public information campaign,,,,,,,
FRA,France,01-23-2020,,,Screening,,,,,,,,,,,,,,
FRA,France,01-31-2020,,,Quarantine on high-risk regions,,,,,,,,,,,,,,
FRA,France,03-18-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
FRA,France,03-18-2020,,,,,,,,,,,48768705000.0,,,,,,
GBR,United Kingdom,03-23-2020,General,,,,,,Required Closing,,,,,,,,,,
GBR,United Kingdom,03-23-2020,General,,,Restrict movement,,,,,,,,,,,,,
GBR,United Kingdom,03-16-2020,General,,,,,,,,Recommend Closing Workspaces,,,,,,,,
GBR,United Kingdom,03-21-2020,Targeted,,,,,,,,Required Closing Workspaces,,,,,,,,
GBR,United Kingdom,03-21-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
GBR,United Kingdom,03-24-2020,General,,,,,,,,Required Closing Workspaces,,,,,,,,
GBR,United Kingdom,03-17-2020,General,,,,Recommend Cancelling Public Events,,,,,,,,,,,,
GBR,United Kingdom,03-17-2020,,,,,,,,,,,420452571128.04,,,,,,
GBR,United Kingdom,01-31-2020,General,,,,,,,,,Has public information campaign,,,,,,,
GBR,United Kingdom,03-22-2020,General,,,Recommend movement restriction,,,,,,,,,,,,,
GBR,United Kingdom,03-11-2020,,,,,,,,,,,32223318564.93,,,,,,
GBR,United Kingdom,01-01-2020,,,,,,,,,,,0.75,,,,,,
GHA,Ghana,03-16-2020,General,,,,,,Required Closing,,,,,,,,,,
GHA,Ghana,03-16-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
GHA,Ghana,03-11-2020,General,,,,,,,,,Has public information campaign,,,,,,,
GHA,Ghana,03-30-2020,Targeted,,,Restrict movement,,,,,,,,,,,,,
GHA,Ghana,01-24-2020,,,Screening,,,,,,,,,,,,,,
GHA,Ghana,03-17-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
GHA,Ghana,03-27-2020,,,,,,,,,,,171969040.0,,,,,,
GHA,Ghana,01-01-2020,,,,,,,,,,,16.0,,,,,,
GRC,Greece,03-05-2020,Targeted,,,,,,Required Closing,,,,,,,,,,
GRC,Greece,03-11-2020,General,,,,,,Required Closing,,,,,,,,,,
GRC,Greece,02-29-2020,Targeted,,,,Required Cancelling Public Events,,,,,,,,,,,,
GRC,Greece,03-09-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
GRC,Greece,02-25-2020,General,,,,,,,,,Has public information campaign,,,,,,,
GRC,Greece,03-21-2020,Targeted,,,Restrict movement,,,,,,,,,,,,,
GRC,Greece,03-23-2020,General,,,Restrict movement,,,,,,,,,,,,,
GRC,Greece,03-16-2020,,,Quarantine on high-risk regions,,,,,,,,,,,,,,
GRC,Greece,03-14-2020,,,,,,,,,,,-0.36,,,,,,
GRC,Greece,03-15-2020,,,,,,,,,,,0.0,,,,,,
GTM,Guatemala,03-15-2020,General,,,,,,Required Closing,,,,,,,,,,
GTM,Guatemala,03-17-2020,General,,,,,,,,Required Closing Workspaces,,,,,,,,
GTM,Guatemala,03-17-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
GTM,Guatemala,03-17-2020,General,,,,,,,,,,Required Closing Public Transport,,,,,,
GTM,Guatemala,03-17-2020,General,,,Restrict movement,,,,,,,,,,,,,
GTM,Guatemala,03-07-2020,General,,,,Recommend Cancelling Public Events,,,,,,,,,,,,
GTM,Guatemala,01-28-2020,General,,,,,,,,,Has public information campaign,,,,,,,
GTM,Guatemala,03-06-2020,Targeted,,,Restrict movement,,,,,,,,,,,,,
GTM,Guatemala,01-21-2020,,,Screening,,,,,,,,,,,,,,
GTM,Guatemala,01-31-2020,,,Quarantine on high-risk regions,,,,,,,,,,,,,,
GTM,Guatemala,03-12-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
GUM,Guam,04-09-2020,General,,,,,,Required Closing,,,,,,,,,,
GUM,Guam,04-09-2020,Targeted,,,,,,,,Required Closing Workspaces,,,,,,,,
GUM,Guam,04-09-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
GUY,Guyana,03-16-2020,General,,,,,,Required Closing,,,,,,,,,,
GUY,Guyana,03-28-2020,Targeted,,,,,,,,Required Closing Workspaces,,,,,,,,
GUY,Guyana,04-03-2020,General,,,,,,,,Required Closing Workspaces,,,,,,,,
GUY,Guyana,04-03-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
GUY,Guyana,04-03-2020,General,,,Restrict movement,,,,,,,,,,,,,
GUY,Guyana,03-11-2020,,,,,Recommend Cancelling Public Events,,,,,,,,,,,,
GUY,Guyana,03-11-2020,General,,,,,,,,,Has public information campaign,,,,,,,
GUY,Guyana,03-11-2020,General,,,Recommend movement restriction,,,,,,,,,,,,,
GUY,Guyana,03-31-2020,General,,,,Recommend Cancelling Public Events,,,,,,,,,,,,
GUY,Guyana,01-28-2020,,,Screening,,,,,,,,,,,,,,
GUY,Guyana,03-18-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
GUY,Guyana,03-20-2020,,,,,,,,,,,120000000.0,,,,,,
GUY,Guyana,03-20-2020,,,,,,,,,,,5.0,,,,,,
HKG,Hong Kong,01-25-2020,General,,,,,,Required Closing,,,,,,,,,,
HKG,Hong Kong,01-28-2020,General,,,,,,,,Recommend Closing Workspaces,,,,,,,,
HKG,Hong Kong,01-29-2020,General,,,,,,,,Required Closing Workspaces,,,,,,,,
HKG,Hong Kong,01-26-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
HKG,Hong Kong,01-01-2020,General,,,,,,,,,Has public information campaign,,,,,,,
HKG,Hong Kong,01-01-2020,,,Screening,,,,,,,,,,,,,,
HKG,Hong Kong,01-01-2020,,,,,,,,,,,2.0,,,,,,
HKG,Hong Kong,02-08-2020,General,,,Recommend movement restriction,,,,,,,,,,,,,
HKG,Hong Kong,03-29-2020,General,,,Restrict movement,,,,,,,,,,,,,
HKG,Hong Kong,01-27-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
HKG,Hong Kong,02-21-2020,,,,,,,,,,,2170012300.0,,,,,,
HKG,Hong Kong,02-26-2020,,,,,,,,,,,15397022000.0,,,,,,
HKG,Hong Kong,04-08-2020,,,,,,,,,,,17737249075.6,,,,,,
HND,Honduras,03-13-2020,General,,,,,,Required Closing,,,,,,,,,,
HND,Honduras,03-13-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
HND,Honduras,04-01-2020,General,,,,,,,,Required Closing Workspaces,,,,,,,,
HND,Honduras,04-01-2020,General,,,,,,,,,,Required Closing Public Transport,,,,,,
HND,Honduras,03-02-2020,General,,,,,,,,,Has public information campaign,,,,,,,
HND,Honduras,03-19-2020,General,,,Restrict movement,,,,,,,,,,,,,
HND,Honduras,03-19-2020,,,,,,,,,,,4.5,,,,,,
HND,Honduras,03-16-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
HND,Honduras,03-27-2020,,,,,,,,,,,420000000.0,,,,,,
HRV,Croatia,03-11-2020,Targeted,,,,,,Recommend Closing,,,,,,,,,,
HRV,Croatia,03-13-2020,General,,,,,,Required Closing,,,,,,,,,,
HRV,Croatia,03-14-2020,Targeted,,,,,,,,Required Closing Workspaces,,,,,,,,
HRV,Croatia,03-18-2020,General,,,,,,,,Required Closing Workspaces,,,,,,,,
HRV,Croatia,03-18-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
HRV,Croatia,03-18-2020,,,,,,,,,,,4214550000.0,,,,,,
HRV,Croatia,03-09-2020,Targeted,,,,Recommend Cancelling Public Events,,,,,,,,,,,,
HRV,Croatia,03-12-2020,General,,,,Recommend Cancelling Public Events,,,,,,,,,,,,
HRV,Croatia,03-21-2020,Targeted,,,,,,,,,,Required Closing Public Transport,,,,,,
HRV,Croatia,03-22-2020,General,,,,,,,,,,Required Closing Public Transport,,,,,,
HRV,Croatia,02-24-2020,General,,,,,,,,,Has public information campaign,,,,,,,
HRV,Croatia,02-29-2020,Targeted,,,Restrict movement,,,,,,,,,,,,,
HRV,Croatia,03-17-2020,General,,,Restrict movement,,,,,,,,,,,,,
HRV,Croatia,02-04-2020,,,Screening,,,,,,,,,,,,,,
HRV,Croatia,03-15-2020,,,Quarantine on high-risk regions,,,,,,,,,,,,,,
HRV,Croatia,03-19-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
HRV,Croatia,01-01-2020,,,,,,,,,,,3.0,,,,,,
HUN,Hungary,03-11-2020,General,,,,,,Required Closing,,,,,,,,,,
HUN,Hungary,03-11-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
HUN,Hungary,03-11-2020,General,,,Recommend movement restriction,,,,,,,,,,,,,
HUN,Hungary,03-16-2020,General,,,,,,,,Recommend Closing Workspaces,,,,,,,,
HUN,Hungary,03-16-2020,General,,,,,,,,,,Recommend Closing Public Transport,,,,,,
HUN,Hungary,02-28-2020,General,,,,,,,,,Has public information campaign,,,,,,,
HUN,Hungary,03-28-2020,General,,,Restrict movement,,,,,,,,,,,,,
HUN,Hungary,03-09-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
HUN,Hungary,04-06-2020,,,,,,,,,,,3989673472.0,,,,,,
HUN,Hungary,01-01-2020,,,,,,,,,,,0.9,,,,,,
IDN,Indonesia,02-02-2020,Targeted,,,,,,Recommend Closing,,,,,,,,,,
IDN,Indonesia,03-13-2020,General,,,,,,Recommend Closing,,,,,,,,,,
IDN,Indonesia,03-13-2020,General,,,Recommend movement restriction,,,,,,,,,,,,,
IDN,Indonesia,03-16-2020,General,,,,,,Required Closing,,,,,,,,,,
IDN,Indonesia,03-16-2020,Targeted,,,,,,,,,,Required Closing Public Transport,,,,,,
IDN,Indonesia,03-15-2020,General,,,,,,,,Recommend Closing Workspaces,,,,,,,,
IDN,Indonesia,03-15-2020,General,,,,Recommend Cancelling Public Events,,,,,,,,,,,,
IDN,Indonesia,03-03-2020,Targeted,,,,Required Cancelling Public Events,,,,,,,,,,,,
IDN,Indonesia,03-23-2020,Targeted,,,,Required Cancelling Public Events,,,,,,,,,,,,
IDN,Indonesia,03-23-2020,Targeted,,,,,,,,,,Required Closing Public Transport,,,,,,
IDN,Indonesia,03-19-2020,General,,,,,,,,,,No measures,,,,,,
IDN,Indonesia,01-18-2020,General,,,,,,,,,Has public information campaign,,,,,,,
IDN,Indonesia,01-15-2020,,,Screening,,,,,,,,,,,,,,
IDN,Indonesia,02-05-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
IDN,Indonesia,04-01-2020,,,,,,,,,,,24650000000.0,,,,,,
IDN,Indonesia,02-20-2020,,,,,,,,,,,4.75,,,,,,
IND,India,03-03-2020,Targeted,,,,,,Required Closing,,,,,,,,,,
IND,India,03-18-2020,General,,,,,,Required Closing,,,,,,,,,,
IND,India,03-16-2020,General,,,,,,,,Recommend Closing Workspaces,,,,,,,,
IND,India,03-16-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
IND,India,03-25-2020,General,,,,,,,,Required Closing Workspaces,,,,,,,,
IND,India,03-25-2020,General,,,Restrict movement,,,,,,,,,,,,,
IND,India,03-05-2020,General,,,,Recommend Cancelling Public Events,,,,,,,,,,,,
IND,India,03-20-2020,Targeted,,,,,,,,,,Required Closing Public Transport,,,,,,
IND,India,03-22-2020,General,,,,,,,,,,Required Closing Public Transport,,,,,,
IND,India,03-22-2020,Targeted,,,Restrict movement,,,,,,,,,,,,,
IND,India,01-31-2020,Targeted,,,,,,,,,Has public information campaign,,,,,,,
IND,India,02-21-2020,General,,,,,,,,,Has public information campaign,,,,,,,
IND,India,03-19-2020,General,,,Recommend movement restriction,,,,,,,,,,,,,
IND,India,03-19-2020,,,,,,,,,,,2600000000.0,,,,,,
IND,India,01-26-2020,,,Screening,,,,,,,,,,,,,,
IND,India,02-05-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
IND,India,03-26-2020,,,,,,,,,,,22660167376.07,,,,,,
IND,India,01-01-2020,,,,,,,,,,,5.15,,,,,,
IRL,Ireland,03-20-2020,General,,,,,,Required Closing,,,,,,,,,,
IRL,Ireland,03-20-2020,General,,,,,,,,Required Closing Workspaces,,,,,,,,
IRL,Ireland,03-20-2020,,,,,Required Cancelling Public Events,,,,,,,,,,,,
IRL,Ireland,03-20-2020,General,,,,,,,,,,Recommend Closing Public Transport,,,,,,
IRL,Ireland,03-09-2020,General,,,,,,,,Recommend Closing Workspaces,,,,,,,,
IRL,Ireland,03-09-2020,,,,,,,,,,,6397171200.0,,,,,,
IRL,Ireland,03-25-2020,General,,,,Recommend Cancelling Public Events,,,,,,,,,,,,
IRL,Ireland,03-26-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
IRL,Ireland,03-27-2020,General,,,,,,,,,,Required Closing Public Transport,,,,,,
IRL,Ireland,02-25-2020,Targeted,,,,,,,,,Has public information campaign,,,,,,,
IRL,Ireland,03-12-2020,General,,,,,,,,,Has public information campaign,,,,,,,
IRN,Iran,02-22-2020,Targeted,,,,,,Required Closing,,,,,,,,,,
IRN,Iran,02-22-2020,Targeted,,,,Required Cancelling Public Events,,,,,,,,,,,,
IRN,Iran,02-26-2020,General,,,,,,Required Closing,,,,,,,,,,
IRN,Iran,02-26-2020,Targeted,,,,,,,,Recommend Closing Workspaces,,,,,,,,
IRN,Iran,02-26-2020,General,,,,,,,,,Has public information campaign,,,,,,,
IRN,Iran,03-13-2020,Targeted,,,,,,,,Required Closing Workspaces,,,,,,,,
IRN,Iran,02-20-2020,Targeted,,,,Recommend Cancelling Public Events,,,,,,,,,,,,
IRN,Iran,02-23-2020,General,,,,,,,,,,Recommend Closing Public Transport,,,,,,
IRN,Iran,02-23-2020,,,,,,,,,,,118750736.0,,,,,,
IRN,Iran,03-05-2020,General,,,Restrict movement,,,,,,,,,,,,,
IRN,Iran,03-28-2020,,,,,,,,,,,23868898736.0,,,,,,
IRQ,Iraq,02-25-2020,Targeted,,,,,,Required Closing,,,,,,,,,,
IRQ,Iraq,02-25-2020,Targeted,,,,Required Cancelling Public Events,,,,,,,,,,,,
IRQ,Iraq,02-27-2020,General,,,,,,Required Closing,,,,,,,,,,
IRQ,Iraq,02-27-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
IRQ,Iraq,03-17-2020,Targeted,,,,,,,,Required Closing Workspaces,,,,,,,,
IRQ,Iraq,03-22-2020,General,,,,,,,,Required Closing Workspaces,,,,,,,,
IRQ,Iraq,03-13-2020,Targeted,,,,,,,,,,Required Closing Public Transport,,,,,,
IRQ,Iraq,02-29-2020,General,,,,,,,,,Has public information campaign,,,,,,,
IRQ,Iraq,02-21-2020,Targeted,,,Restrict movement,,,,,,,,,,,,,
IRQ,Iraq,02-21-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
ISL,Iceland,03-16-2020,Targeted,,,,,,Required Closing,,,,,,,,,,
ISL,Iceland,03-17-2020,General,,,,,,Required Closing,,,,,,,,,,
ISL,Iceland,03-24-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
ISL,Iceland,04-01-2020,General,,,,,,,,,,Recommend Closing Public Transport,,,,,,
ISL,Iceland,01-23-2020,Targeted,,,,,,,,,Has public information campaign,,,,,,,
ISL,Iceland,01-28-2020,General,,,,,,,,,Has public information campaign,,,,,,,
ISL,Iceland,03-19-2020,,,Quarantine on high-risk regions,,,,,,,,,,,,,,
ISL,Iceland,03-21-2020,,,,,,,,,,,1600000000.0,,,,,,
ISL,Iceland,01-01-2020,,,,,,,,,,,3.0,,,,,,
ISR,Israel,03-13-2020,General,,,,,,Required Closing,,,,,,,,,,
ISR,Israel,03-15-2020,General,,,,,,,,Recommend Closing Workspaces,,,,,,,,
ISR,Israel,03-15-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
ISR,Israel,03-18-2020,General,,,,,,,,Required Closing Workspaces,,,,,,,,
ISR,Israel,03-04-2020,General,,,,Recommend Cancelling Public Events,,,,,,,,,,,,
ISR,Israel,03-16-2020,General,,,,,,,,,,Recommend Closing Public Transport,,,,,,
ISR,Israel,03-25-2020,General,,,,,,,,,,Required Closing Public Transport,,,,,,
ISR,Israel,02-09-2020,General,,,,,,,,,Has public information campaign,,,,,,,
ISR,Israel,03-17-2020,General,,,Recommend movement restriction,,,,,,,,,,,,,
ISR,Israel,03-20-2020,General,,,Restrict movement,,,,,,,,,,,,,
ISR,Israel,02-02-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
ISR,Israel,03-08-2020,,,,,,,,,,,1147372000.0,,,,,,
ISR,Israel,03-11-2020,,,,,,,,,,,2535084000.0,,,,,,
ISR,Israel,03-30-2020,,,,,,,,,,,19620000000.0,,,,,,
ISR,Israel,01-01-2020,,,,,,,,,,,0.25,,,,,,
ITA,Italy,02-23-2020,Targeted,,,,,,Required Closing,,,,,,,,,,
ITA,Italy,02-23-2020,Targeted,,,,Required Cancelling Public Events,,,,,,,,,,,,
ITA,Italy,03-04-2020,General,,,,,,Required Closing,,,,,,,,,,
ITA,Italy,02-22-2020,Targeted,,,,,,,,Required Closing Workspaces,,,,,,,,
ITA,Italy,03-10-2020,General,,,,,,,,Required Closing Workspaces,,,,,,,,
ITA,Italy,03-09-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
ITA,Italy,03-09-2020,General,,,Restrict movement,,,,,,,,,,,,,
ITA,Italy,03-11-2020,Targeted,,,,,,,,,,Recommend Closing Public Transport,,,,,,
ITA,Italy,03-20-2020,General,,,,,,,,,,Recommend Closing Public Transport,,,,,,
ITA,Italy,01-31-2020,General,,,,,,,,,Has public information campaign,,,,,,,
ITA,Italy,02-21-2020,Targeted,,,Restrict movement,,,,,,,,,,,,,
ITA,Italy,01-23-2020,,,Screening,,,,,,,,,,,,,,
ITA,Italy,01-30-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
ITA,Italy,02-28-2020,,,,,,,,,,,100000000.0,,,,,,
ITA,Italy,03-01-2020,,,,,,,,,,,4000000000.0,,,,,,
ITA,Italy,03-08-2020,,,,,,,,,,,8500000000.0,,,,,,
ITA,Italy,04-06-2020,,,,,,,,,,,452656343806.0,,,,,,
JOR,Jordan,03-15-2020,General,,,,,,Required Closing,,,,,,,,,,
JOR,Jordan,03-15-2020,,,,,,,,,,,705000000.0,,,,,,
JOR,Jordan,03-21-2020,General,,,,,,,,Required Closing Workspaces,,,,,,,,
JOR,Jordan,03-18-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
JOR,Jordan,03-18-2020,General,,,,,,,,,,Required Closing Public Transport,,,,,,
JOR,Jordan,03-18-2020,General,,,Restrict movement,,,,,,,,,,,,,
JOR,Jordan,03-03-2020,General,,,,,,,,,Has public information campaign,,,,,,,
JOR,Jordan,03-10-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
JPN,Japan,03-02-2020,General,,,,,,Recommend Closing,,,,,,,,,,
JPN,Japan,02-25-2020,General,,,,,,,,Recommend Closing Workspaces,,,,,,,,
JPN,Japan,02-25-2020,General,,,Recommend movement restriction,,,,,,,,,,,,,
JPN,Japan,02-20-2020,General,,,,Recommend Cancelling Public Events,,,,,,,,,,,,
JPN,Japan,02-04-2020,General,,,,,,,,,Has public information campaign,,,,,,,
JPN,Japan,01-07-2020,,,Screening,,,,,,,,,,,,,,
JPN,Japan,03-09-2020,,,Quarantine on high-risk regions,,,,,,,,,,,,,,
JPN,Japan,04-03-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
JPN,Japan,02-13-2020,,,,,,,,,,,81949436.0,,,,,,
JPN,Japan,03-10-2020,,,,,,,,,,,3685314415.0,,,,,,
JPN,Japan,01-01-2020,,,,,,,,,,,-0.1,,,,,,
KAZ,Kazakhstan,03-16-2020,General,,,,,,Required Closing,,,,,,,,,,
KAZ,Kazakhstan,03-16-2020,General,,,,,,,,,Has public information campaign,,,,,,,
KAZ,Kazakhstan,03-16-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
KAZ,Kazakhstan,03-30-2020,Targeted,,,,,,,,Required Closing Workspaces,,,,,,,,
KAZ,Kazakhstan,03-30-2020,,,,,,,,,,,10000000000.0,,,,,,
KAZ,Kazakhstan,03-12-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
KAZ,Kazakhstan,03-19-2020,Targeted,,,,,,,,,,Required Closing Public Transport,,,,,,
